time/total_timesteps,time/episodes,rollout/ep_len_mean,rollout/exploration rate,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,train/learning_rate,train/loss,eval/mean_reward,eval/mean_ep_length
1212000,1664,2802.25,0.01,64,18817,-423.62898406,290499,5e-05,42.828155517578125,,
1224000,1668,2802.25,0.01,64,18895,-421.3842012899999,293499,5e-05,28.813304901123047,,
1236000,1672,2830.36,0.01,65,18976,-422.90818501999996,296499,5e-05,32.626949310302734,,
1248000,1676,2830.36,0.01,65,19049,-420.89419115000004,299499,5e-05,23.3759708404541,,
1260000,1680,2862.98,0.01,65,19133,-420.00292816,302499,5e-05,28.257427215576172,,
1272000,1684,2865.93,0.01,66,19190,-415.5225823,305499,5e-05,24.638551712036133,,
1284000,1688,2865.93,0.01,66,19263,-415.5679661500001,308499,5e-05,28.506446838378906,,
1295966,1692,2839.66,0.01,67,19329,-414.1441433400001,311491,5e-05,33.49982833862305,,
1300000,,,0.01,,,,312499,5e-05,49.754005432128906,-387.7945957795274,2437.8
1309000,1696,2873.7,0.01,67,19477,-418.69158995999993,314749,5e-05,32.352294921875,,
1321000,1700,2873.7,0.01,67,19559,-420.23176190000004,317749,5e-05,44.279991149902344,,
1333000,1704,2884.54,0.01,67,19622,-421.27256358,320749,5e-05,30.412527084350586,,
1339318,1708,2838.69,0.01,68,19655,-414.4059344699999,322329,5e-05,39.51107406616211,,
1348438,1712,2809.89,0.01,68,19718,-413.36816182000007,324609,5e-05,29.691625595092773,,
1357593,1716,2790.55,0.01,68,19780,-410.1552937999999,326898,5e-05,26.965499877929688,,
1363842,1720,2733.04,0.01,68,19836,-409.95502872000003,328460,5e-05,27.268857955932617,,
1375842,1724,2728.42,0.01,69,19912,-410.37274404999994,331460,5e-05,29.476457595825195,,
1387842,1728,2733.47,0.01,69,19993,-410.18777723,334460,5e-05,23.548799514770508,,
1396954,1732,2737.36,0.01,69,20055,-412.73644717,336738,5e-05,32.24938201904297,,
1400000,,,0.01,,,,337499,5e-05,39.422142028808594,-444.67095244851373,3000.0
1406158,1736,2709.4,0.01,69,20200,-413.87436636000007,339039,5e-05,23.323223114013672,,
1418158,1740,2718.62,0.01,69,20279,-413.01982918999994,342039,5e-05,29.888818740844727,,
1427258,1744,2711.92,0.01,70,20329,-414.19830702,344314,5e-05,27.63860511779785,,
1439258,1748,2711.92,0.01,70,20396,-414.9948921500001,347314,5e-05,30.75385093688965,,
1448395,1752,2683.29,0.01,70,20481,-414.37007918999996,349598,5e-05,24.268712997436523,,
1460395,1756,2701.32,0.01,70,20582,-417.06818812999995,352598,5e-05,26.431678771972656,,
1472395,1760,2729.21,0.01,71,20691,-421.4361137799999,355598,5e-05,31.268783569335938,,
1484395,1764,2723.95,0.01,71,20792,-422.18860046000003,358598,5e-05,18.876428604125977,,
1493535,1768,2695.35,0.01,71,20851,-423.99446823,360883,5e-05,19.276159286499023,,
1500000,,,0.01,,,,362499,5e-05,28.47817611694336,-432.1715650319449,3000.0
1506000,1772,2700.0,0.01,71,21017,-425.7987437299999,363999,5e-05,18.758939743041992,,
1518000,1776,2700.0,0.01,71,21084,-427.6819079600001,366999,5e-05,26.02899169921875,,
1530000,1780,2700.0,0.01,72,21159,-429.66603885999996,369999,5e-05,26.777360916137695,,
1539134,1784,2671.34,0.01,72,21229,-429.48745997000003,372283,5e-05,33.83195114135742,,
1548283,1788,2642.83,0.01,72,21286,-429.67508564,374570,5e-05,28.844209671020508,,
1560283,1792,2643.17,0.01,72,21383,-427.79726364000004,377570,5e-05,36.17127990722656,,
1572283,1796,2632.83,0.01,73,21477,-426.52711271999993,380570,5e-05,24.29159164428711,,
1584283,1800,2632.83,0.01,73,21555,-423.97625829,383570,5e-05,19.053354263305664,,
1596283,1804,2632.83,0.01,73,21624,-423.03976436,386570,5e-05,26.02822494506836,,
1600000,,,0.01,,,,387499,5e-05,66.17130279541016,-421.14077835522767,3000.0
1606000,1808,2666.82,0.01,73,21746,-428.00399744999993,388999,5e-05,26.263856887817383,,
1618000,1812,2695.62,0.01,74,21813,-428.8497594399999,391999,5e-05,20.856142044067383,,
1630000,1816,2724.07,0.01,74,21866,-431.88978849,394999,5e-05,18.655630111694336,,
1642000,1820,2781.58,0.01,74,21930,-432.00872552999994,397999,5e-05,19.941688537597656,,
1654000,1824,2781.58,0.01,75,21994,-431.36058402000003,400999,5e-05,29.954784393310547,,
1666000,1828,2781.58,0.01,75,22074,-430.77552745,403999,5e-05,23.406635284423828,,
1678000,1832,2810.46,0.01,75,22148,-431.52876096,406999,5e-05,19.882896423339844,,
1690000,1836,2838.42,0.01,76,22225,-429.96010953000007,409999,5e-05,25.32288360595703,,
1700000,,,0.01,,,,412499,5e-05,18.405616760253906,-412.6896944371809,3000.0
1703000,1840,2848.42,0.01,76,22375,-430.78203894,413249,5e-05,21.23212432861328,,
1715000,1844,2877.42,0.01,76,22453,-430.47629449,416249,5e-05,31.3444766998291,,
1727000,1848,2877.42,0.01,76,22528,-429.77210343999997,419249,5e-05,20.462844848632812,,
1739000,1852,2906.05,0.01,76,22595,-429.13370271,422249,5e-05,17.36302947998047,,
1751000,1856,2906.05,0.01,77,22669,-428.32523592999996,425249,5e-05,19.514856338500977,,
1763000,1860,2906.05,0.01,77,22768,-427.08436091,428249,5e-05,27.3393497467041,,
1775000,1864,2906.05,0.01,77,22861,-427.3304411699999,431249,5e-05,20.010557174682617,,
1787000,1868,2934.65,0.01,77,22940,-425.73530510999996,434249,5e-05,18.233366012573242,,
1799000,1872,2930.0,0.01,78,23025,-424.15489548000005,437249,5e-05,13.87162971496582,,
1800000,,,0.01,,,,437499,5e-05,11.964071273803711,-407.9502149149688,3000.0
1812000,1876,2940.0,0.01,78,23210,-424.46140163999996,440499,5e-05,12.620689392089844,,
1824000,1880,2940.0,0.01,78,23297,-423.39127077999996,443499,5e-05,9.912878036499023,,
1836000,1884,2968.66,0.01,78,23426,-423.37856665999993,446499,5e-05,14.6672945022583,,
1848000,1888,2997.17,0.01,78,23534,-422.67611869999996,449499,5e-05,9.665434837341309,,
1860000,1892,2997.17,0.01,78,23640,-422.43516599000003,452499,5e-05,12.955718994140625,,
1872000,1896,2997.17,0.01,78,23727,-421.67823532999995,455499,5e-05,13.051762580871582,,
1884000,1900,2997.17,0.01,79,23833,-421.96434409999995,458499,5e-05,10.080469131469727,,
1896000,1904,2997.17,0.01,79,23934,-420.95787741,461499,5e-05,7.998568534851074,,
1900000,,,0.01,,,,462499,5e-05,9.663168907165527,-413.55869387837845,3000.0
1909000,1908,3030.0,0.01,79,24147,-421.01985688,464749,5e-05,8.534043312072754,,
1921000,1912,3030.0,0.01,79,24235,-420.76867927,467749,5e-05,7.1281962394714355,,
1933000,1916,3030.0,0.01,79,24317,-420.71287373000007,470749,5e-05,7.156347274780273,,
1945000,1920,3030.0,0.01,79,24404,-420.12397876,473749,5e-05,6.605499267578125,,
1957000,1924,3030.0,0.01,79,24520,-419.43276963999995,476749,5e-05,8.915618896484375,,
1969000,1928,3030.0,0.01,80,24596,-419.01350682,479749,5e-05,6.229409217834473,,
1981000,1932,3030.0,0.01,80,24673,-418.88060838999996,482749,5e-05,6.0365705490112305,,
1993000,1936,3030.0,0.01,80,24745,-418.24056938999996,485749,5e-05,5.067935466766357,,
2000000,,,0.01,,,,487499,5e-05,6.5170464515686035,-420.883350325207,3000.0
2006000,1940,3030.0,0.01,80,24940,-419.26827236,488999,5e-05,4.348715782165527,,
2017510,1944,3025.1,0.01,80,25009,-422.0077349299999,491877,5e-05,5.734086513519287,,
2026567,1948,2995.67,0.01,80,25062,-423.18380160999993,494141,5e-05,3.4282121658325195,,
2034130,1952,2951.3,0.01,81,25108,-421.2515880600001,496032,5e-05,4.091948509216309,,
2042445,1956,2914.45,0.01,81,25167,-421.00190792,498111,5e-05,4.458287715911865,,
2048180,1960,2851.8,0.01,81,25192,-417.85144424,499544,5e-05,4.196527004241943,,
2053153,1964,2781.53,0.01,81,25225,-411.54230696999997,500788,5e-05,4.234900951385498,,
2058108,1968,2711.08,0.01,81,25244,-405.48818411,502026,5e-05,3.186586618423462,,
2063419,1972,2644.19,0.01,81,25266,-401.89315100000005,503354,5e-05,4.418385028839111,,
2067078,1976,2550.78,0.01,81,25288,-393.36169357000006,504269,5e-05,4.515984058380127,,
2072477,1980,2484.77,0.01,81,25311,-388.60770393000007,505619,5e-05,4.286718845367432,,
2077944,1984,2419.44,0.01,82,25334,-384.40609074,506985,5e-05,5.511836528778076,,
2085203,1988,2372.03,0.01,82,25378,-382.2628281599999,508800,5e-05,3.8049123287200928,,
2090887,1992,2308.87,0.01,82,25402,-376.89204822,510221,5e-05,4.7198991775512695,,
2098934,1996,2269.34,0.01,82,25453,-376.7747535300001,512233,5e-05,5.640527725219727,,
2100000,,,0.01,,,,512499,5e-05,4.089529991149902,-458.5993865317416,2870.0
2106022,2000,2220.22,0.01,82,25563,-373.36620918,514005,5e-05,4.083866596221924,,
2109805,2004,2138.05,0.01,82,25587,-365.7321294000001,514951,5e-05,2.6342933177948,,
2114160,2008,2051.6,0.01,82,25604,-360.01777307000003,516039,5e-05,3.6223535537719727,,
2119899,2012,1988.99,0.01,82,25628,-355.97859978,517474,5e-05,4.131397724151611,,
2125767,2016,1927.67,0.01,82,25663,-351.60168051000005,518941,5e-05,4.5693206787109375,,
2131582,2020,1865.82,0.01,82,25700,-348.51380922,520395,5e-05,5.257091045379639,,
2138674,2024,1816.74,0.01,83,25752,-345.84339762,522168,5e-05,5.002714157104492,,
2144551,2028,1755.51,0.01,83,25778,-342.20617997,523637,5e-05,5.4313836097717285,,
2151476,2032,1704.76,0.01,83,25819,-340.1897572999999,525368,5e-05,5.501728534698486,,
2156656,2036,1636.56,0.01,83,25842,-335.31567328999995,526663,5e-05,3.6354286670684814,,
2160083,2040,1540.83,0.01,83,25855,-324.75186038999993,527520,5e-05,4.196933746337891,,
2166797,2044,1492.87,0.01,83,25896,-319.93911036,529199,5e-05,4.6461567878723145,,
2174353,2048,1477.86,0.01,83,25937,-318.03755395999997,531088,5e-05,3.73469877243042,,
2184091,2052,1499.61,0.01,83,26008,-323.3453597199999,533522,5e-05,6.04195499420166,,
2190716,2056,1482.71,0.01,84,26045,-321.4996581399999,535178,5e-05,3.3776607513427734,,
2199605,2060,1514.25,0.01,84,26090,-324.8443332499999,537401,5e-05,2.9416069984436035,,
2200000,,,0.01,,,,537499,5e-05,4.239603042602539,-372.17085573733493,1861.2
2206046,2064,1528.93,0.01,84,26157,-327.07892483,539011,5e-05,2.862063407897949,,
2211141,2068,1530.33,0.01,84,26176,-328.97561355,540285,5e-05,4.232628345489502,,
2220151,2072,1567.32,0.01,84,26244,-332.72200021,542537,5e-05,64.75346374511719,,
2228793,2076,1617.15,0.01,84,26299,-339.49658403000007,544698,5e-05,6.178412914276123,,
2237882,2080,1654.05,0.01,84,26376,-346.5933021199999,546970,5e-05,4.037188529968262,,
2246995,2084,1690.51,0.01,85,26421,-351.83120699999995,549248,5e-05,3.1974027156829834,,
2257874,2088,1726.71,0.01,85,26483,-355.61203746,551968,5e-05,3.842606544494629,,
2269874,2092,1789.87,0.01,85,26557,-362.78108197,554968,5e-05,4.990068435668945,,
2281874,2096,1829.4,0.01,85,26637,-364.902716,557968,5e-05,7.199946880340576,,
2293874,2100,1878.52,0.01,85,26726,-370.14732126,560968,5e-05,5.413983345031738,,
2300000,,,0.01,,,,562499,5e-05,2.807724714279175,-450.05104774204375,3000.0
2306000,2104,1961.95,0.01,85,26877,-379.36570537,563999,5e-05,4.924529075622559,,
2318000,2108,2038.4,0.01,85,26953,-387.38168909000007,566999,5e-05,4.251979827880859,,
2330000,2112,2101.01,0.01,86,27034,-391.96320958999996,569999,5e-05,4.665009498596191,,
2342000,2116,2162.33,0.01,86,27111,-397.4190669800001,572999,5e-05,4.272268295288086,,
2354000,2120,2224.18,0.01,86,27212,-402.47814600999993,575999,5e-05,5.569530487060547,,
2366000,2124,2273.26,0.01,86,27308,-406.8731219200001,578999,5e-05,5.136568069458008,,
2378000,2128,2334.49,0.01,86,27399,-410.86855876000004,581999,5e-05,5.929050445556641,,
2390000,2132,2385.24,0.01,87,27467,-413.27659300000005,584999,5e-05,4.359297752380371,,
2400000,,,0.01,,,,587499,5e-05,3.8318350315093994,-430.7785169067385,3000.0
2403000,2136,2463.44,0.01,86,27629,-419.3259955700001,588249,5e-05,5.58054256439209,,
2415000,2140,2549.17,0.01,87,27701,-427.68958143000003,591249,5e-05,6.591395378112793,,
2427000,2144,2602.03,0.01,87,27778,-430.38374388000005,594249,5e-05,5.428099155426025,,
2439000,2148,2646.47,0.01,87,27862,-430.8986034100001,597249,5e-05,5.2379841804504395,,
2451000,2152,2669.09,0.01,87,27954,-427.5252287100001,600249,5e-05,4.415431022644043,,
2463000,2156,2722.84,0.01,87,28056,-429.8377081000001,603249,5e-05,3.1692862510681152,,
2475000,2160,2753.95,0.01,87,28151,-430.30786358999995,606249,5e-05,4.936680316925049,,
2487000,2164,2809.54,0.01,88,28250,-433.38570659000004,609249,5e-05,4.327144622802734,,
2499000,2168,2878.59,0.01,88,28356,-438.49249829000007,612249,5e-05,3.088219404220581,,
2500000,,,0.01,,,,612499,5e-05,3.578009605407715,-415.0898988670148,3000.0
2512000,2172,2918.49,0.01,87,28545,-439.50708319999995,615499,5e-05,4.699355602264404,,
2524000,2176,2952.07,0.01,88,28641,-439.64538875000005,618499,5e-05,5.9669928550720215,,
2536000,2180,2981.18,0.01,88,28711,-437.07487969,621499,5e-05,3.29691219329834,,
2548000,2184,3010.05,0.01,88,28794,-436.1556421,624499,5e-05,2.5910305976867676,,
2560000,2188,3021.26,0.01,88,28920,-434.6760057999999,627499,5e-05,4.044538497924805,,
2572000,2192,3021.26,0.01,88,29028,-432.69960605,630499,5e-05,4.8456549644470215,,
2584000,2196,3021.26,0.01,88,29123,-429.34142275,633499,5e-05,4.571690559387207,,
2596000,2200,3021.26,0.01,88,29229,-426.63843741000005,636499,5e-05,2.8399789333343506,,
2600000,,,0.01,,,,637499,5e-05,5.152826309204102,-393.8791808948357,3000.0
2609000,2204,3030.0,0.01,88,29421,-424.84117330000004,639749,5e-05,4.807599067687988,,
2621000,2208,3030.0,0.01,88,29527,-422.18504915000005,642749,5e-05,2.930004358291626,,
2633000,2212,3030.0,0.01,88,29625,-420.8075257000001,645749,5e-05,4.022284030914307,,
2645000,2216,3030.0,0.01,89,29714,-418.84582800000004,648749,5e-05,3.309593915939331,,
2657000,2220,3030.0,0.01,89,29818,-416.48929050999993,651749,5e-05,2.7883472442626953,,
2669000,2224,3030.0,0.01,89,29906,-415.1174501600001,654749,5e-05,3.6390089988708496,,
2681000,2228,3030.0,0.01,89,29998,-413.80763504000004,657749,5e-05,4.283586502075195,,
2693000,2232,3030.0,0.01,89,30097,-411.97294614,660749,5e-05,3.114729642868042,,
2700000,,,0.01,,,,662499,5e-05,4.333169937133789,-392.0692163493135,3000.0
2706000,2236,3030.0,0.01,89,30302,-409.83522681,663999,5e-05,3.2085297107696533,,
2718000,2240,3030.0,0.01,89,30399,-408.50308584000004,666999,5e-05,3.843841314315796,,
2730000,2244,3030.0,0.01,89,30474,-406.61261872,669999,5e-05,2.6119391918182373,,
2742000,2248,3030.0,0.01,89,30552,-405.62600697999994,672999,5e-05,3.6063475608825684,,
2754000,2252,3030.0,0.01,89,30636,-404.8207166099999,675999,5e-05,2.621722936630249,,
2766000,2256,3030.0,0.01,90,30718,-402.67323601000004,678999,5e-05,3.6260735988616943,,
2777734,2260,3027.34,0.01,90,30816,-398.12120904999995,681933,5e-05,4.119022846221924,,
2789734,2264,3027.34,0.01,90,30907,-397.80857175000006,684933,5e-05,2.8966338634490967,,
2800000,,,0.01,,,,687499,5e-05,3.2771213054656982,-399.52416148565305,3000.0
2803000,2268,3040.0,0.01,90,31064,-397.0597079,688249,5e-05,4.659266471862793,,
2815000,2272,3030.0,0.01,90,31148,-394.97759338999987,691249,5e-05,3.899068593978882,,
2827000,2276,3030.0,0.01,90,31255,-393.79427417000005,694249,5e-05,2.8325061798095703,,
2839000,2280,3030.0,0.01,90,31360,-392.39347223,697249,5e-05,2.441534996032715,,
2851000,2284,3030.0,0.01,90,31443,-391.56216510999997,700249,5e-05,3.87855863571167,,
2863000,2288,3030.0,0.01,90,31559,-391.28279439,703249,5e-05,3.7573752403259277,,
2875000,2292,3030.0,0.01,90,31647,-390.05596743000007,706249,5e-05,5.11250114440918,,
2887000,2296,3030.0,0.01,90,31738,-389.19893955,709249,5e-05,4.095436096191406,,
2899000,2300,3030.0,0.01,91,31836,-389.41657213999997,712249,5e-05,4.310881614685059,,
2900000,,,0.01,,,,712499,5e-05,3.375415563583374,-385.55129436577283,3000.0
2912000,2304,3030.0,0.01,90,32027,-388.5892263399999,715499,5e-05,3.210308790206909,,
2923850,2308,3028.5,0.01,90,32137,-386.90114172999995,718462,5e-05,3.6950020790100098,,
2933018,2312,3000.18,0.01,90,32253,-382.80802321000004,720754,5e-05,2.6886062622070312,,
2945018,2316,3000.18,0.01,91,32360,-381.91594033,723754,5e-05,2.830002546310425,,
2957018,2320,3000.18,0.01,91,32480,-380.87930760999996,726754,5e-05,3.8711016178131104,,
2966221,2324,2972.21,0.01,91,32565,-376.02088261000006,729055,5e-05,3.0174834728240967,,
2978221,2328,2972.21,0.01,91,32684,-375.69461291,732055,5e-05,3.9246554374694824,,
2987116,2332,2941.16,0.01,91,32761,-369.20789435,734278,5e-05,3.7077536582946777,,
2999116,2336,2931.16,0.01,91,32863,-370.23569942999995,737278,5e-05,2.4067718982696533,,
3000000,,,0.01,,,,737499,5e-05,2.477825880050659,-363.7757065306415,2998.2
