rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/kl_divergence_loss,train/policy_objective,train/n_updates,train/learning_rate,train/is_line_search_success,train/value_loss,train/explained_variance,eval/mean_ep_length,eval/mean_reward
518.34,1619,96,76,118.37048128999999,155648,0.005136871710419655,0.009754691272974014,75,0.001,1.0,58.88014414310455,0.8303441107273102,,
512.6,1634,96,77,119.14550993,157696,0.007720550522208214,0.01664990745484829,76,0.001,1.0,52.23239606618881,0.8441189527511597,,
510.13,1664,95,78,122.63201570000001,159744,0.007256354205310345,0.014739368110895157,77,0.001,1.0,31.984922313690184,0.9058385416865349,,
506.73,1687,95,79,123.77698796,161792,0.006944622844457626,0.012105287052690983,78,0.001,1.0,88.7206510066986,0.7386589050292969,,
505.45,1707,95,80,127.39055767999999,163840,0.005254070274531841,0.009487682022154331,79,0.001,1.0,93.63365621566773,0.7079000771045685,,
504.76,1725,96,81,128.21122655000002,165888,0.006174372974783182,0.016626913100481033,80,0.001,1.0,86.87275292873383,0.79726542532444,,
498.68,1746,96,82,127.21141054999998,167936,0.006892715580761433,0.017273660749197006,81,0.001,1.0,36.03074699640274,0.8915006145834923,,
495.83,1769,96,83,124.24007353,169984,0.00717236939817667,0.0204874686896801,82,0.001,1.0,155.60511841773987,0.4225504398345947,,
491.77,1782,96,84,119.93606544999999,172032,0.004408377688378096,0.015631884336471558,83,0.001,1.0,172.29124326705931,0.3982091546058655,,
486.43,1793,97,85,120.91337639,174080,0.008830500766634941,0.016292773187160492,84,0.001,1.0,117.1507199048996,0.7155882120132446,,
501.88,1807,97,86,121.45633008,176128,0.00913912057876587,0.016513727605342865,85,0.001,1.0,200.6599916934967,0.5536591410636902,,
488.99,1818,97,87,129.95007983000002,178176,0.0047115134075284,0.010122450068593025,86,0.001,1.0,71.51065376996993,0.6201587021350861,,
486.04,1846,97,88,126.98051444000001,180224,0.005213352385908365,0.017725864425301552,87,0.001,1.0,45.85777835249901,0.7391645312309265,,
482.42,1860,97,89,125.27353043,182272,0.00732708815485239,0.008511528372764587,88,0.001,1.0,54.98810623884201,0.8465418368577957,,
492.09,1874,98,90,126.02458349,184320,0.0066224271431565285,0.010447570122778416,89,0.001,1.0,79.59302011728286,0.8141445964574814,,
434.05,1889,98,91,139.66614246999998,186368,0.006171915214508772,0.00833344366401434,90,0.001,1.0,69.66765335798263,0.5534304976463318,,
423.32,1903,98,92,142.04171111,188416,0.0042251963168382645,0.008281512185931206,91,0.001,1.0,129.90230762958527,0.7183618247509003,,
407.72,1917,99,93,144.01085571,190464,0.005874407012015581,0.021900787949562073,92,0.001,1.0,128.1860755443573,0.7051518559455872,,
396.9,1932,99,94,139.0129035,192512,0.005394133739173412,0.006604050286114216,93,0.001,1.0,97.1358786702156,0.7773262113332748,,
389.53,1946,99,95,134.1329716,194560,0.0046694292686879635,0.009709546342492104,94,0.001,1.0,187.7703451395035,0.6423318088054657,,
389.95,1966,99,96,134.55896368,196608,0.0085457107052207,0.021544992923736572,95,0.001,1.0,130.57271666526793,0.7666366547346115,,
395.86,1980,100,97,132.83867812,198656,0.004051101393997669,0.023137999698519707,96,0.001,1.0,70.07372664809228,0.693462073802948,,
,,,,,200000,0.005567822605371475,0.008926489390432835,97,0.001,1.0,95.8924930691719,0.8386693596839905,385.6,41.844256721445916
389.66,1997,100,98,130.29716707,200704,,,,,,,,,
386.41,2011,100,99,125.76327804,202752,0.005917886272072792,0.007584755774587393,98,0.001,1.0,98.40318410396576,0.8449087142944336,,
404.68,2026,101,100,122.44886214,204800,0.0068321204744279385,0.019672026857733727,99,0.001,1.0,102.66522785425187,0.6555440425872803,,
402.95,2040,101,101,114.40447669,206848,0.005566257052123547,0.017134150490164757,100,0.001,1.0,120.40496352910995,0.6505955755710602,,
407.24,2054,101,102,116.51624165,208896,0.006013756152242422,0.019705098122358322,101,0.001,1.0,124.49903779029846,0.728521466255188,,
409.66,2068,101,103,118.82886731,210944,0.005858295597136021,0.016510119661688805,102,0.001,1.0,121.7083191871643,0.7995248585939407,,
410.87,2083,102,104,118.01275521999996,212992,0.004732264205813408,0.009375023655593395,103,0.001,1.0,99.53215328454971,0.8179628103971481,,
413.81,2095,102,105,117.29671491,215040,0.005155710503458977,0.017951175570487976,104,0.001,1.0,111.06957540512084,0.8340686410665512,,
399.45,2113,102,106,119.88542630000002,217088,0.0033843358978629112,0.006020659580826759,105,0.001,1.0,50.60970525145531,0.8995622396469116,,
425.73,2136,102,107,113.59949029,219136,0.00724600488319993,0.006478781811892986,106,0.001,1.0,37.22064795792103,0.8061893284320831,,
432.66,2154,102,108,108.02247846000002,221184,0.006480795796960592,0.014260594733059406,107,0.001,1.0,1.7131158916279674,0.9635138362646103,,
437.55,2169,102,109,106.21545517000003,223232,0.005814388394355774,0.01243366114795208,108,0.001,1.0,89.42759611606598,0.8094563335180283,,
433.82,2180,103,110,105.32391517,225280,0.006733159068971872,0.012123793363571167,109,0.001,1.0,83.69063469171525,0.7834535241127014,,
426.57,2191,103,111,110.83253509000004,227328,0.006424127146601677,0.016337743028998375,110,0.001,1.0,57.44780690670014,0.8292404264211655,,
427.62,2204,104,112,111.89282137000001,229376,0.004969231318682432,0.023895174264907837,111,0.001,1.0,68.56762608289719,0.8494674116373062,,
424.88,2218,104,113,117.96642259000001,231424,0.008278208784759045,0.019433556124567986,112,0.001,1.0,83.63245539665222,0.8810394108295441,,
424.88,2238,104,114,117.96642259000001,233472,0.006159619893878698,0.00534243555739522,113,0.001,1.0,21.50377561748028,0.9294173568487167,,
452.11,2253,104,115,111.56826319999999,235520,0.00492832949385047,0.03434412181377411,114,0.001,1.0,8.177907149214297,-0.4853750467300415,,
