train/delta_std,train/iterations,rollout/return_std,rollout/ep_rew_mean,rollout/ep_len_mean,train/step_size,train/learning_rate,time/total_timesteps,time/time_elapsed,time/fps,eval/mean_ep_length,eval/mean_reward
0.05,473,56.340843200683594,-127.812663125,72.8125,4.437278403202072e-05,0.02,534808,696,767,,
0.05,474,61.60117721557617,-131.4855339375,69.9375,4.058363629155792e-05,0.02,535927,697,767,,
0.05,475,28.284000396728516,-121.37536556250001,67.5,8.838918438414112e-05,0.02,537007,699,768,,
0.05,476,54.69246292114258,-120.14881637500001,70.875,4.571013414533809e-05,0.02,538141,700,768,,
0.05,477,67.22115325927734,-163.4416418125,77.125,3.719067171914503e-05,0.02,539375,701,768,,
0.05,478,50.328208923339844,-112.27486999999999,71.375,4.967393397237174e-05,0.02,540517,703,768,,
0.05,479,73.92679595947266,-122.14181543749999,72.6875,3.3817235816968605e-05,0.02,541680,704,768,,
0.05,480,26.675466537475586,-139.7089004375,71.5625,9.371907071908936e-05,0.02,542825,706,768,,
0.05,481,23.80710792541504,-133.1339898125,69.0,0.00010501065116841346,0.02,543929,707,768,,
0.05,482,47.870548248291016,-131.84650281249998,69.5,5.2224178944015875e-05,0.02,545041,709,768,,
0.05,483,33.334861755371094,-128.7249349375,71.125,7.499656203435734e-05,0.02,546179,710,768,,
0.05,484,24.254613876342773,-140.558608875,69.625,0.00010307317279512063,0.02,547293,712,768,,
0.05,485,62.65615463256836,-101.47936806249999,69.875,3.990030745626427e-05,0.02,548411,713,768,,
0.05,486,31.07288932800293,-129.3731324375,69.125,8.04559895186685e-05,0.02,549517,716,766,,
0.05,487,28.17585563659668,-108.17564143749999,64.1875,8.872844773577526e-05,0.02,550544,722,761,,
0.05,488,29.078521728515625,-128.621223375,66.5,8.597411215305328e-05,0.02,551608,727,758,,
0.05,489,57.24125289916992,-158.1428463125,68.75,4.367479414213449e-05,0.02,552708,729,757,,
0.05,490,45.98965835571289,-126.98648862499999,75.4375,5.4360043577617034e-05,0.02,553915,731,757,,
0.05,491,42.79408645629883,-117.1454029375,66.0,5.841928577865474e-05,0.02,554971,732,757,,
0.05,492,42.50333786010742,-119.08026068750002,71.0,5.881891047465615e-05,0.02,556107,733,757,,
0.05,493,25.348304748535156,-132.271360625,62.4375,9.862592560239136e-05,0.02,557106,734,758,,
0.05,494,55.25475311279297,-134.0855439375,71.5,4.5244978537084535e-05,0.02,558250,735,758,,
0.05,495,41.164608001708984,-128.5745561875,72.75,6.0731781559297815e-05,0.02,559414,737,758,,
0.05,496,47.181087493896484,-126.07710893749999,69.625,5.298733231029473e-05,0.02,560528,738,759,,
0.05,497,28.276830673217773,-131.9954631875,71.625,8.841160160955042e-05,0.02,561674,739,759,,
0.05,498,23.498218536376953,-130.35697175,66.8125,0.00010639103857101873,0.02,562743,740,760,,
0.05,499,58.98258972167969,-97.72297818749999,72.6875,4.238538895151578e-05,0.02,563906,741,760,,
0.05,500,24.814090728759766,-131.684486375,71.25,0.0001007492101052776,0.02,565046,742,761,,
0.05,501,23.008699417114258,-127.7131004375,70.75,0.00010865455260500312,0.02,566178,743,761,,
0.05,502,49.600460052490234,-161.03294325000002,76.0625,5.0402755732648075e-05,0.02,567395,744,762,,
0.05,503,31.75925636291504,-141.563645625,76.625,7.87172102718614e-05,0.02,568621,745,762,,
0.05,504,39.47239303588867,-122.52028899999999,63.0625,6.33354065939784e-05,0.02,569630,746,763,,
0.05,505,44.9246826171875,-122.760626625,72.0625,5.564869206864387e-05,0.02,570783,747,763,,
0.05,506,44.81134033203125,-105.524047,66.25,5.5789449106669053e-05,0.02,571843,748,764,,
0.05,507,61.19901657104492,-114.34473481250001,72.0625,4.0850325603969395e-05,0.02,572996,749,764,,
0.05,508,28.844118118286133,-127.03667481250001,74.5,8.667277870699763e-05,0.02,574188,750,765,,
0.05,509,44.04512405395508,-111.545607875,68.75,5.6759970902930945e-05,0.02,575288,750,766,,
0.05,510,25.605113983154297,-129.9932340625,70.0625,9.76367446128279e-05,0.02,576409,751,766,,
0.05,511,37.53141784667969,-126.1158626875,72.25,6.661086081294343e-05,0.02,577565,752,767,,
0.05,512,26.74500274658203,-130.112793125,65.75,9.347539889859036e-05,0.02,578617,753,767,,
0.05,513,52.14561462402344,-143.1870839375,69.75,4.7942670789780095e-05,0.02,579733,754,768,,
0.05,514,35.333900451660156,-130.0334108125,70.625,7.075358007568866e-05,0.02,580863,755,768,,
0.05,515,68.75261688232422,-129.5465856875,69.6875,3.636224937508814e-05,0.02,581978,756,769,,
0.05,516,47.70535659790039,-151.1963174375,71.75,5.240501559455879e-05,0.02,583126,757,769,,
0.05,517,107.78372192382812,-143.2036848125,71.75,2.319459781574551e-05,0.02,584274,758,770,,
0.05,518,49.74867248535156,-132.9439813125,75.0,5.025259451940656e-05,0.02,585474,759,770,,
0.05,519,47.69364929199219,-118.7275298125,72.5625,5.241787948762067e-05,0.02,586635,760,771,,
0.05,520,49.258365631103516,-135.0868425625,68.375,5.075279841548763e-05,0.02,587729,761,771,,
0.05,521,51.89438247680664,-101.33998975,72.875,4.817477019969374e-05,0.02,588895,762,772,,
0.05,522,47.17927169799805,-119.01398768749999,69.5625,5.2989369578426704e-05,0.02,590008,763,772,,
0.05,523,40.379695892333984,-120.0170561875,74.625,6.191230204422027e-05,0.02,591202,764,773,,
0.05,524,32.448974609375,-119.34323549999999,72.25,7.70440383348614e-05,0.02,592358,765,773,,
0.05,525,81.56396484375,-145.1036796875,78.125,3.065078999497928e-05,0.02,593608,766,774,,
0.05,526,72.89368438720703,-140.18422025,71.875,3.429652497288771e-05,0.02,594758,767,774,,
0.05,527,37.649105072021484,-126.00680643749999,70.8125,6.640264473389834e-05,0.02,595891,768,775,,
0.05,528,109.88214111328125,-156.183772,74.125,2.2751648430130444e-05,0.02,597077,769,775,,
0.05,529,54.46360778808594,-132.17415475,72.3125,4.5902212150394917e-05,0.02,598234,770,776,,
0.05,530,204.3185577392578,-178.2987224375,77.0625,1.2235795111337211e-05,0.02,599467,771,776,,
,,,,,,,600000,,,81.6,-89.5286472544074
0.05,531,77.12864685058594,-137.98990012500002,73.625,3.2413376175099984e-05,0.02,600645,773,776,,
0.05,532,93.26107025146484,-160.62173537500001,74.375,2.680646866792813e-05,0.02,601835,774,777,,
0.05,533,50.61045455932617,-131.6266633125,73.0,4.9396905524190515e-05,0.02,603003,775,777,,
0.05,534,58.88562774658203,-135.4697025625,72.5,4.2455179936951026e-05,0.02,604163,776,778,,
0.05,535,26.85643768310547,-132.8500150625,68.5,9.308755397796631e-05,0.02,605259,777,778,,
0.05,536,57.81572723388672,-109.55594625,66.75,4.324082692619413e-05,0.02,606327,778,778,,
0.05,537,36.05543899536133,-122.4419335625,71.25,6.933766417205334e-05,0.02,607467,779,779,,
0.05,538,69.44715118408203,-151.489480625,72.3125,3.599859701353125e-05,0.02,608624,780,779,,
0.05,539,55.602508544921875,-150.9833289375,73.0,4.4961998355574906e-05,0.02,609792,781,780,,
0.05,540,54.61195755004883,-122.6779658125,69.125,4.577752042678185e-05,0.02,610898,782,780,,
0.05,541,58.53731918334961,-125.7324215,69.625,4.270779754733667e-05,0.02,612012,783,781,,
0.05,542,52.10247039794922,-127.48369187499999,69.8125,4.798236841452308e-05,0.02,613129,784,781,,
0.05,543,52.13795471191406,-104.9719355,70.0625,4.7949713916750625e-05,0.02,614250,785,782,,
0.05,544,60.027706146240234,-119.3515784375,71.125,4.1647435864433646e-05,0.02,615388,786,782,,
0.05,545,39.17118835449219,-118.83338256249999,70.25,6.382241554092616e-05,0.02,616512,787,783,,
0.05,546,45.77729797363281,-107.0294093125,73.5,5.4612224630545825e-05,0.02,617688,788,783,,
0.05,547,71.73123931884766,-100.584779,79.25,3.4852317185141146e-05,0.02,618956,789,784,,
0.05,548,78.6270980834961,-105.053995,76.5625,3.179565101163462e-05,0.02,620181,790,784,,
0.05,549,72.52143096923828,-107.09339237500001,72.375,3.447256676736288e-05,0.02,621339,791,785,,
0.05,550,103.36307525634766,-178.74067425,78.6875,2.418658732494805e-05,0.02,622598,792,785,,
0.05,551,94.91680145263672,-122.210091,78.75,2.633885742397979e-05,0.02,623858,793,785,,
0.05,552,65.8211441040039,-80.54094075,72.5625,3.798171383095905e-05,0.02,625019,794,786,,
0.05,553,115.4156265258789,-167.8184245625,77.5625,2.166084414056968e-05,0.02,626260,796,786,,
0.05,554,83.22300720214844,-133.34200431250002,79.75,3.003976962645538e-05,0.02,627536,797,787,,
0.05,555,39.886653900146484,-105.04272925000001,76.5,6.267760909395292e-05,0.02,628760,798,787,,
0.05,556,93.3597183227539,-130.7452354375,79.3125,2.6778143364936113e-05,0.02,630029,804,783,,
0.05,557,55.99457931518555,-102.27999837499999,73.0625,4.464717858354561e-05,0.02,631198,808,780,,
0.05,558,60.48678970336914,-103.037426875,76.5,4.1331335523864254e-05,0.02,632422,810,780,,
0.05,559,97.76213836669922,-150.5757334375,77.75,2.557227162469644e-05,0.02,633666,811,780,,
0.05,560,39.88517379760742,-123.8440026875,69.5,6.267993012443185e-05,0.02,634778,812,781,,
0.05,561,48.73027420043945,-98.06731500000001,76.5625,5.13028098794166e-05,0.02,636003,813,781,,
0.05,562,40.674560546875,-90.19422162500001,77.8125,6.146347732283175e-05,0.02,637248,814,782,,
0.05,563,93.32971954345703,-147.128157875,75.625,2.6786750822793692e-05,0.02,638458,816,782,,
0.05,564,50.93547058105469,-93.40863568750001,78.1875,4.908170740236528e-05,0.02,639709,817,782,,
0.05,565,89.00076293945312,-93.0320073125,78.625,2.8089645638829097e-05,0.02,640967,818,783,,
0.05,566,135.2729034423828,-150.989711375,76.125,1.848115789471194e-05,0.02,642185,819,783,,
0.05,567,74.189208984375,-93.328206125,73.9375,3.3697622711770236e-05,0.02,643368,821,783,,
0.05,568,90.38573455810547,-125.2697614375,77.5625,2.765923272818327e-05,0.02,644609,823,782,,
0.05,569,127.71968841552734,-116.534250125,74.8125,1.9574115867726505e-05,0.02,645806,825,781,,
0.05,570,78.53175354003906,-108.5579095,83.8125,3.1834257242735475e-05,0.02,647147,827,781,,
0.05,571,104.97960662841797,-112.5817020625,71.8125,2.3814147425582632e-05,0.02,648296,829,781,,
0.05,572,94.32792663574219,-132.911352125,83.9375,2.650328679010272e-05,0.02,649639,830,782,,
0.05,573,46.89052963256836,-101.181882875,76.375,5.331567081157118e-05,0.02,650861,831,782,,
0.05,574,52.478824615478516,-116.211564125,82.75,4.7638262913096696e-05,0.02,652185,833,782,,
0.05,575,92.7712173461914,-133.0348580625,80.75,2.694801332836505e-05,0.02,653477,834,783,,
0.05,576,44.14883804321289,-63.776302937500006,72.5625,5.662663170369342e-05,0.02,654638,835,783,,
0.05,577,87.8404769897461,-97.934844125,76.3125,2.8460681278374977e-05,0.02,655859,836,783,,
0.05,578,48.31415557861328,-104.821096625,74.5625,5.174466787138954e-05,0.02,657052,837,784,,
0.05,579,65.74109649658203,-95.2364441875,69.1875,3.802796345553361e-05,0.02,658159,839,784,,
0.05,580,67.1136474609375,-118.5579794375,74.1875,3.7250247260089964e-05,0.02,659346,840,784,,
0.05,581,91.55592346191406,-117.9894371875,79.3125,2.730571577558294e-05,0.02,660615,841,785,,
0.05,582,61.04008102416992,-119.8228708125,78.1875,4.095669282833114e-05,0.02,661866,842,785,,
0.05,583,63.81233596801758,-112.8872750625,75.875,3.917737922165543e-05,0.02,663080,843,785,,
0.05,584,51.38444519042969,-99.06960293750001,74.25,4.86528551846277e-05,0.02,664268,844,786,,
0.05,585,101.11617279052734,-151.37821775,75.75,2.472403684805613e-05,0.02,665480,845,786,,
0.05,586,71.7777099609375,-106.3609385,75.375,3.482975444057956e-05,0.02,666686,847,787,,
0.05,587,56.87822723388672,-74.3220328125,76.4375,4.395355063024908e-05,0.02,667909,848,787,,
0.05,588,40.821353912353516,-97.7579465,71.875,6.12424555583857e-05,0.02,669059,849,787,,
0.05,589,48.787200927734375,-111.91022112499999,74.9375,5.1242946938145906e-05,0.02,670258,850,788,,
0.05,590,61.057247161865234,-124.319232625,74.25,4.0945182263385504e-05,0.02,671446,851,788,,
0.05,591,56.28818893432617,-85.9786494375,74.875,4.441428973223083e-05,0.02,672644,852,788,,
0.05,592,53.60820770263672,-72.3162419375,75.875,4.66346500616055e-05,0.02,673858,854,788,,
0.05,593,116.83650207519531,-124.808183875,86.5625,2.1397421733126976e-05,0.02,675243,855,789,,
0.05,594,68.4742431640625,-105.93295687499999,78.5,3.651007864391431e-05,0.02,676499,856,789,,
0.05,595,101.68270111083984,-120.78804881250001,81.125,2.4586286599515006e-05,0.02,677797,858,789,,
0.05,596,69.44023895263672,-93.4147719375,77.0,3.600218042265624e-05,0.02,679029,859,790,,
0.05,597,104.35752868652344,-137.9892274375,81.25,2.3956104996614158e-05,0.02,680329,860,790,,
0.05,598,66.40365600585938,-98.59514250000001,76.875,3.764852954191156e-05,0.02,681559,861,791,,
0.05,599,99.00145721435547,-98.62976968750002,81.4375,2.5252151317545213e-05,0.02,682862,863,791,,
0.05,600,62.79948806762695,-105.4139674375,76.625,3.980924157076515e-05,0.02,684088,864,791,,
0.05,601,96.26970672607422,-170.52674493749998,81.3125,2.596870945126284e-05,0.02,685389,865,791,,
0.05,602,57.285640716552734,-100.870099875,74.6875,4.3640950025292113e-05,0.02,686584,866,792,,
0.05,603,72.6808853149414,-118.0588285,71.0625,3.4396940463921055e-05,0.02,687721,867,792,,
0.05,604,92.81190490722656,-95.72261018750001,78.9375,2.693619899218902e-05,0.02,688984,869,792,,
0.05,605,105.85514831542969,-125.88402050000002,78.625,2.361717815801967e-05,0.02,690242,870,793,,
0.05,606,49.87641525268555,-65.1743013125,79.75,5.0123890105169266e-05,0.02,691518,871,793,,
0.05,607,64.29058074951172,-121.8548875,77.8125,3.888594437739812e-05,0.02,692763,872,793,,
0.05,608,66.98421478271484,-124.82611162500001,81.0625,3.732222467078827e-05,0.02,694060,873,794,,
0.05,609,99.88426208496094,-86.833596875,88.625,2.5028966774698347e-05,0.02,695478,875,794,,
0.05,610,85.64244842529297,-72.60568049999999,84.375,2.9191132853156887e-05,0.02,696828,876,794,,
0.05,611,82.75325012207031,-99.65825481249999,78.875,3.021029260708019e-05,0.02,698090,883,790,,
0.05,612,129.83416748046875,-134.44771256250002,80.125,1.925533069879748e-05,0.02,699372,888,787,,
,,,,,,,700000,,,72.0,-72.07354279803113
0.05,613,66.0937728881836,-80.0615126875,85.8125,3.7825047911610454e-05,0.02,700745,890,787,,
0.05,614,77.04785919189453,-114.567241875,86.5,3.2447362173115835e-05,0.02,702129,891,787,,
0.05,615,129.03016662597656,-126.7557836875,87.9375,1.9375313058844768e-05,0.02,703536,893,787,,
0.05,616,85.71382904052734,-114.46716425000001,76.0,2.9166822059778497e-05,0.02,704752,894,788,,
0.05,617,49.0076789855957,-83.0704961875,78.25,5.101241185911931e-05,0.02,706004,895,788,,
0.05,618,56.37432098388672,-80.5587880625,85.1875,4.4346430513542145e-05,0.02,707367,896,788,,
0.05,619,87.80448150634766,-104.812363125,80.6875,2.8472351914388128e-05,0.02,708658,898,788,,
0.05,620,55.898983001708984,-99.988607,75.625,4.472353248274885e-05,0.02,709868,899,789,,
0.05,621,100.29641723632812,-92.215927375,75.625,2.492611383786425e-05,0.02,711078,900,789,,
0.05,622,60.69403076171875,-106.214239875,74.9375,4.119021104997955e-05,0.02,712277,902,789,,
0.05,623,65.02136993408203,-109.77078581250001,86.375,3.8448895793408155e-05,0.02,713659,903,789,,
0.05,624,73.19815826416016,-78.7691704375,82.5,3.4153865271946415e-05,0.02,714979,904,790,,
0.05,625,46.560508728027344,-95.81381725,73.6875,5.369357313611545e-05,0.02,716158,905,790,,
0.05,626,44.325740814208984,-90.3253393125,74.875,5.640063318423927e-05,0.02,717356,907,790,,
0.05,627,45.605072021484375,-98.8952551875,74.3125,5.481846528709866e-05,0.02,718545,908,791,,
0.05,628,54.898563385009766,-92.45202143750001,81.9375,4.553853068500757e-05,0.02,719856,909,791,,
0.05,629,94.66305541992188,-127.57404518749999,78.9375,2.6409457859699614e-05,0.02,721119,910,791,,
0.05,630,76.18759155273438,-114.3122715625,79.875,3.281374301877804e-05,0.02,722397,911,792,,
0.05,631,77.40567016601562,-112.6270945,80.125,3.229737558285706e-05,0.02,723679,912,792,,
0.05,632,50.81440353393555,-83.895760625,81.375,4.919864659314044e-05,0.02,724981,914,792,,
0.05,633,48.331424713134766,-98.22823700000001,78.0,5.17261796630919e-05,0.02,726229,915,793,,
0.05,634,85.05587005615234,-123.619830125,78.375,2.9392444048426114e-05,0.02,727483,916,793,,
0.05,635,56.93852996826172,-94.768801375,85.75,4.390699541545473e-05,0.02,728855,918,793,,
0.05,636,69.95632934570312,-91.15984424999999,79.3125,3.5736578865908086e-05,0.02,730124,919,794,,
0.05,637,60.086002349853516,-118.981595375,74.6875,4.160702519584447e-05,0.02,731319,920,794,,
0.05,638,80.376708984375,-114.43608781249999,76.0625,3.110353645752184e-05,0.02,732536,921,794,,
0.05,639,52.835411071777344,-79.02359787500001,72.1875,4.731674926006235e-05,0.02,733691,923,794,,
0.05,640,51.82384490966797,-103.763086875,78.5,4.824034476769157e-05,0.02,734947,924,795,,
0.05,641,68.90287017822266,-100.17558543750002,78.6875,3.628295598900877e-05,0.02,736206,925,795,,
0.05,642,67.96356964111328,-98.1047611875,83.875,3.6784411349799484e-05,0.02,737548,927,795,,
0.05,643,75.76339721679688,-130.2978618125,74.875,3.299746458651498e-05,0.02,738746,928,795,,
0.05,644,79.13693237304688,-109.83658593749999,74.0,3.159081097692251e-05,0.02,739930,929,796,,
0.05,645,58.97807312011719,-92.25918293750001,77.4375,4.2388634028611705e-05,0.02,741169,930,796,,
0.05,646,59.37965393066406,-116.7823694375,76.875,4.2101964936591685e-05,0.02,742399,931,796,,
0.05,647,57.60586929321289,-129.902500625,73.1875,4.339835504652001e-05,0.02,743570,932,797,,
0.05,648,49.230777740478516,-88.4534844375,78.375,5.078124377178028e-05,0.02,744824,934,797,,
0.05,649,58.83423614501953,-80.2988063125,75.4375,4.249226549291052e-05,0.02,746031,935,797,,
0.05,650,76.9906997680664,-130.209004625,74.0625,3.2471452868776396e-05,0.02,747216,936,797,,
0.05,651,50.36512756347656,-111.54270374999999,72.5625,4.9637517804512754e-05,0.02,748377,937,798,,
0.05,652,46.21709442138672,-80.6915261875,75.3125,5.4092535719973966e-05,0.02,749582,938,798,,
0.05,653,50.66086959838867,-100.28014125,74.5625,4.934774915454909e-05,0.02,750775,939,798,,
0.05,654,50.586490631103516,-92.2936370625,71.8125,4.9420308641856536e-05,0.02,751924,940,799,,
0.05,655,61.547760009765625,-118.589914375,70.75,4.0618859202368185e-05,0.02,753056,941,799,,
0.05,656,71.02355194091797,-105.1823236875,77.3125,3.519959136610851e-05,0.02,754293,943,799,,
0.05,657,44.97917556762695,-77.432338125,76.4375,5.5581273045390844e-05,0.02,755516,944,800,,
0.05,658,78.04707336425781,-104.4904471875,76.5,3.2031948649091646e-05,0.02,756740,945,800,,
0.05,659,45.395957946777344,-94.07470875,74.6875,5.5070981034077704e-05,0.02,757935,946,800,,
0.05,660,89.75021362304688,-91.63997075,75.1875,2.785508695524186e-05,0.02,759138,947,800,,
0.05,661,90.45108032226562,-120.258895375,73.75,2.763924749160651e-05,0.02,760318,949,801,,
0.05,662,115.01530456542969,-82.066830875,83.25,2.1736237613367848e-05,0.02,761650,950,801,,
0.05,663,63.59391403198242,-83.9006574375,81.8125,3.931193350581452e-05,0.02,762959,951,801,,
0.05,664,94.98530578613281,-120.248027375,78.5625,2.6319859898649156e-05,0.02,764216,952,801,,
0.05,665,61.22581481933594,-84.27462037499998,70.75,4.0832448576111346e-05,0.02,765348,954,802,,
0.05,666,188.4589385986328,-164.4434564375,73.5,1.326548863289645e-05,0.02,766524,955,802,,
0.05,667,64.90402221679688,-84.2520969375,77.0,3.851841393043287e-05,0.02,767756,956,802,,
0.05,668,59.605899810791016,-76.6861788125,83.6875,4.194215944153257e-05,0.02,769095,957,803,,
0.05,669,57.5669059753418,-69.999055375,83.4375,4.342772808740847e-05,0.02,770430,958,803,,
0.05,670,58.41330337524414,-101.388566,86.0625,4.2798466893145815e-05,0.02,771807,960,803,,
0.05,671,72.92137145996094,-92.7988839375,82.75,3.428350100875832e-05,0.02,773131,961,804,,
0.05,672,113.2609634399414,-93.859616,96.0,2.2072918000048958e-05,0.02,774667,963,804,,
0.05,673,202.8033905029297,-180.3350514375,81.9375,1.2327210242801812e-05,0.02,775978,964,804,,
0.05,674,115.29469299316406,-99.01838975000001,84.1875,2.1683563318219967e-05,0.02,777325,968,802,,
0.05,675,70.87507629394531,-111.4348285,76.1875,3.527332955854945e-05,0.02,778544,974,798,,
0.05,676,65.95040893554688,-108.05714506250001,78.4375,3.7907269870629534e-05,0.02,779799,976,798,,
0.05,677,64.94322967529297,-124.99849231249999,76.625,3.849515996989794e-05,0.02,781025,977,798,,
0.05,678,57.685882568359375,-72.079456625,74.9375,4.333815741119906e-05,0.02,782224,978,799,,
0.05,679,52.19552230834961,-83.32165212500001,80.3125,4.789682861883193e-05,0.02,783509,980,799,,
0.05,680,65.64623260498047,-97.17083787500002,73.4375,3.808291512541473e-05,0.02,784684,981,799,,
0.05,681,93.38821411132812,-127.2758079375,83.875,2.6769972464535385e-05,0.02,786026,983,799,,
0.05,682,102.40415954589844,-55.321640125,90.5625,2.4413069695583545e-05,0.02,787475,984,799,,
0.05,683,69.6439208984375,-91.33849868749999,77.0,3.589688640204258e-05,0.02,788707,985,799,,
0.05,684,92.6895523071289,-138.236239,82.875,2.697175477806013e-05,0.02,790033,987,800,,
0.05,685,67.76753997802734,-81.3053258125,83.75,3.689081859192811e-05,0.02,791373,988,800,,
0.05,686,130.87881469726562,-133.86253618749998,91.125,1.9101640646113083e-05,0.02,792831,990,800,,
0.05,687,93.29835510253906,-81.87191443750001,81.3125,2.6795756639330648e-05,0.02,794132,991,801,,
0.05,688,82.22119140625,-81.9131278125,81.6875,3.040578667423688e-05,0.02,795439,992,801,,
0.05,689,58.24214172363281,-63.0821025625,77.8125,4.2924246372422203e-05,0.02,796684,993,801,,
0.05,690,101.06647491455078,-95.4160144375,76.375,2.473619497322943e-05,0.02,797906,995,801,,
0.05,691,54.0455436706543,-80.49298781249999,79.5625,4.6257282519945875e-05,0.02,799179,997,801,,
,,,,,,,800000,,,81.4,-52.3054266163148
0.05,692,120.34320831298828,-125.6848305625,85.625,2.0773917640326545e-05,0.02,800549,999,801,,
0.05,693,60.93094253540039,-95.2874145,76.5625,4.103005267097615e-05,0.02,801774,1001,800,,
0.05,694,62.01332092285156,-119.1062198125,73.5625,4.031391654280014e-05,0.02,802951,1002,800,,
0.05,695,96.24042510986328,-116.91429174999999,79.25,2.597660932224244e-05,0.02,804219,1004,800,,
0.05,696,72.18238830566406,-105.5258193125,79.9375,3.4634485928108916e-05,0.02,805498,1005,800,,
0.05,697,73.32877349853516,-77.6698284375,80.6875,3.409302735235542e-05,0.02,806789,1007,800,,
0.05,698,91.35099029541016,-94.3215725,81.875,2.736697206273675e-05,0.02,808099,1008,800,,
0.05,699,89.48983001708984,-87.650198375,75.875,2.793613566609565e-05,0.02,809313,1010,800,,
0.05,700,88.86383819580078,-86.466290625,76.1875,2.813292849168647e-05,0.02,810532,1013,800,,
0.05,701,58.835723876953125,-91.92836912499999,85.0625,4.249119228916243e-05,0.02,811893,1015,799,,
0.05,702,101.08318328857422,-119.2594395,88.125,2.473210588505026e-05,0.02,813303,1017,799,,
0.05,703,80.91764831542969,-85.5092679375,77.9375,3.0895607778802514e-05,0.02,814550,1018,799,,
0.05,704,75.38520812988281,-86.2865474375,81.0625,3.3163003536174074e-05,0.02,815847,1021,799,,
0.05,705,87.90181732177734,-100.9612278125,87.8125,2.8440821552067064e-05,0.02,817252,1023,798,,
0.05,706,88.1144027709961,-92.241745125,88.125,2.8372205633786507e-05,0.02,818662,1025,798,,
0.05,707,94.48371124267578,-122.888912375,77.25,2.645958556968253e-05,0.02,819898,1026,798,,
0.05,708,92.88908386230469,-103.1434348125,80.9375,2.6913818146567792e-05,0.02,821193,1028,798,,
0.05,709,124.73704528808594,-110.253574625,84.5625,2.0042161850142293e-05,0.02,822546,1030,798,,
0.05,710,106.97148895263672,-84.698104125,85.0625,2.337071236979682e-05,0.02,823907,1032,797,,
0.05,711,88.81908416748047,-90.214489875,75.4375,2.8147103876108304e-05,0.02,825114,1033,798,,
0.05,712,84.63719940185547,-115.49306237500001,81.5,2.9537837690440938e-05,0.02,826418,1035,798,,
0.05,713,48.8253173828125,-86.2566664375,80.625,5.1202943723183125e-05,0.02,827708,1036,798,,
0.05,714,118.56270599365234,-120.3476924375,85.4375,2.1085887055960484e-05,0.02,829075,1038,798,,
0.05,715,76.69380950927734,-87.67363,85.1875,3.259715231251903e-05,0.02,830438,1039,798,,
0.05,716,79.53077697753906,-97.91014193749999,84.9375,3.1434370612259954e-05,0.02,831797,1040,799,,
0.05,717,81.1057357788086,-84.5952071875,83.75,3.082395778619684e-05,0.02,833137,1042,799,,
0.05,718,76.48446655273438,-89.9208855625,80.5625,3.268637374276295e-05,0.02,834426,1044,799,,
0.05,719,45.96805191040039,-84.0327153125,84.4375,5.4385596740758047e-05,0.02,835777,1045,799,,
0.05,720,90.52715301513672,-46.961035437499994,83.625,2.7616022634902038e-05,0.02,837115,1051,796,,
0.05,721,92.64472961425781,-90.9301193125,83.1875,2.6984806027030572e-05,0.02,838446,1058,792,,
0.05,722,103.43334197998047,-93.5628236875,86.5,2.417015639366582e-05,0.02,839830,1059,792,,
0.05,723,111.92809295654297,-99.6058749375,85.6875,2.2335769244818948e-05,0.02,841201,1061,792,,
0.05,724,112.65290832519531,-136.8469763125,90.375,2.2192058168002404e-05,0.02,842647,1064,791,,
0.05,725,105.49707794189453,-106.7087774375,78.9375,2.3697339202044532e-05,0.02,843910,1066,790,,
0.05,726,109.47643280029297,-105.48413006249999,78.8125,2.2835964045953006e-05,0.02,845171,1069,790,,
0.05,727,89.78202056884766,-113.0171591875,85.5,2.784521711873822e-05,0.02,846539,1071,790,,
0.05,728,86.79692840576172,-122.5882544375,84.6875,2.8802860470023006e-05,0.02,847894,1073,789,,
0.05,729,73.45417022705078,-82.21499025,85.625,3.403482696739957e-05,0.02,849264,1075,789,,
0.05,730,90.50139617919922,-106.7227286875,85.25,2.7623884307104163e-05,0.02,850628,1077,789,,
0.05,731,94.2913589477539,-107.1060521875,84.5,2.6513564080232754e-05,0.02,851980,1079,789,,
0.05,732,93.2174072265625,-115.79583893750001,93.4375,2.6819025151780806e-05,0.02,853475,1080,789,,
0.05,733,67.15614318847656,-103.4523398125,77.125,3.7226676795398816e-05,0.02,854709,1082,789,,
0.05,734,78.80271911621094,-132.18334581250002,81.1875,3.172479409840889e-05,0.02,856008,1083,789,,
0.05,735,43.60004425048828,-72.453220375,73.1875,5.733939178753644e-05,0.02,857179,1085,789,,
0.05,736,77.83917999267578,-120.1955803125,81.5,3.2117499358719215e-05,0.02,858483,1087,789,,
0.05,737,101.41773223876953,-154.42722556249998,86.9375,2.465052057232242e-05,0.02,859874,1089,789,,
0.05,738,71.95806884765625,-77.7715135,83.5,3.4742453863145784e-05,0.02,861210,1091,789,,
0.05,739,65.14533996582031,-97.319603875,76.0625,3.837572876363993e-05,0.02,862427,1092,789,,
0.05,740,62.53739547729492,-114.6993861875,75.75,3.997607927885838e-05,0.02,863639,1094,789,,
0.05,741,50.91914749145508,-89.9616905,72.375,4.909744529868476e-05,0.02,864797,1095,789,,
0.05,742,80.00164031982422,-123.305046625,81.1875,3.1249361200025305e-05,0.02,866096,1096,789,,
0.05,743,93.04010772705078,-147.54335049999997,81.75,2.687013147806283e-05,0.02,867404,1098,789,,
