train/delta_std,train/iterations,rollout/return_std,rollout/ep_rew_mean,rollout/ep_len_mean,train/step_size,train/learning_rate,time/total_timesteps,time/time_elapsed,time/fps,eval/mean_ep_length,eval/mean_reward
0.05,1393,150.7566375732422,1.8739918750000015,145.5625,1.658301698626019e-05,0.02,2013290,2844,707,,
0.05,1394,129.76693725585938,-6.335136312499998,138.3125,1.9265306036686525e-05,0.02,2015503,2848,707,,
0.05,1395,191.3472137451172,-66.95232862499999,117.875,1.3065254279354122e-05,0.02,2017389,2851,707,,
0.05,1396,147.19854736328125,-123.15179037499999,107.3125,1.698386222415138e-05,0.02,2019106,2854,707,,
0.05,1397,203.4698028564453,-78.90398499999999,157.4375,1.2286835044506006e-05,0.02,2021625,2858,707,,
0.05,1398,136.1936492919922,-50.48830931249999,100.6875,1.8356215150561184e-05,0.02,2023236,2860,707,,
0.05,1399,83.32533264160156,-83.24235312500001,95.6875,3.000288052135147e-05,0.02,2024767,2862,707,,
0.05,1400,109.86849975585938,-54.9694095,100.9375,2.275447332067415e-05,0.02,2026382,2864,707,,
0.05,1401,74.63035583496094,-67.94268881250001,88.5,3.3498432458145544e-05,0.02,2027798,2865,707,,
0.05,1402,137.79385375976562,-62.93189425,98.5,1.8143044144380838e-05,0.02,2029374,2867,707,,
0.05,1403,163.41476440429688,13.494962999999998,312.0625,1.52984939632006e-05,0.02,2034367,2891,703,,
0.05,1404,65.91966247558594,-65.3203115,107.375,3.7924950447632e-05,0.02,2036085,2893,703,,
0.05,1405,102.66683197021484,-39.292711874999995,102.9375,2.4350609237444587e-05,0.02,2037732,2895,703,,
0.05,1406,89.59986114501953,-60.144886437500006,91.1875,2.7901827706955373e-05,0.02,2039191,2896,703,,
0.05,1407,117.4736328125,2.254276687500001,161.5625,2.128137020918075e-05,0.02,2041776,2900,703,,
0.05,1408,146.4797821044922,-37.52404237499999,113.25,1.7067201042664237e-05,0.02,2043588,2902,704,,
0.05,1409,159.3756561279297,-123.65430800000001,245.5625,1.5686209735576995e-05,0.02,2047517,2910,703,,
0.05,1410,108.8824234008789,-30.497832187500002,124.4375,2.296054663020186e-05,0.02,2049508,2912,703,,
0.05,1411,95.56031799316406,-89.0026210625,100.1875,2.616148594825063e-05,0.02,2051111,2914,703,,
0.05,1412,83.47400665283203,-25.755248124999998,93.75,2.99494422506541e-05,0.02,2052611,2916,703,,
0.05,1413,116.63392639160156,-31.292245875,101.125,2.1434587324620225e-05,0.02,2054229,2917,703,,
0.05,1414,163.83657836914062,-59.65159456250001,180.375,1.525910738564562e-05,0.02,2057115,2926,703,,
0.05,1415,129.2342987060547,9.283596874999999,105.375,1.934470856213011e-05,0.02,2058801,2928,703,,
0.05,1416,134.5087890625,-12.3044228125,111.8125,1.85861463251058e-05,0.02,2060590,2929,703,,
0.05,1417,110.73650360107422,3.6771173749999964,119.4375,2.2576112314709462e-05,0.02,2062501,2932,703,,
0.05,1418,93.68528747558594,-127.76640950000001,95.3125,2.668508568604011e-05,0.02,2064026,2934,703,,
0.05,1419,123.24484252929688,-89.2097516875,97.5625,2.0284824131522328e-05,0.02,2065587,2936,703,,
0.05,1420,86.29120635986328,-95.05585825,95.25,2.897166632465087e-05,0.02,2067111,2937,703,,
0.05,1421,110.30635833740234,-124.58165025,158.3125,2.266415140184108e-05,0.02,2069644,2942,703,,
0.05,1422,121.57624053955078,-46.021635687499995,107.4375,2.0563227735692635e-05,0.02,2071363,2944,703,,
0.05,1423,97.64073181152344,-34.4669480625,90.625,2.5604069378459826e-05,0.02,2072813,2946,703,,
0.05,1424,91.19471740722656,-50.5917320625,101.625,2.7413867428549565e-05,0.02,2074439,2948,703,,
0.05,1425,88.73334503173828,-31.415335125,133.875,2.8174299586680718e-05,0.02,2076581,2951,703,,
0.05,1426,187.90280151367188,-112.5809939375,213.0625,1.3304750609677285e-05,0.02,2079990,2960,702,,
0.05,1427,109.14389038085938,-45.9962486875,147.25,2.2905542209628038e-05,0.02,2082346,2963,702,,
0.05,1428,61.41705322265625,-65.3797024375,83.125,4.07053048547823e-05,0.02,2083676,2965,702,,
0.05,1429,128.20668029785156,-46.235229875,104.8125,1.9499764675856568e-05,0.02,2085353,2966,702,,
0.05,1430,80.13304901123047,-73.90200924999999,107.625,3.1198112992569804e-05,0.02,2087075,2969,702,,
0.05,1431,121.74655151367188,7.362692000000003,118.3125,2.0534460418275557e-05,0.02,2088968,2971,703,,
0.05,1432,142.41311645507812,-33.294520375000005,121.3125,1.755456287355628e-05,0.02,2090909,2973,703,,
0.05,1433,137.31297302246094,-49.45012375,147.25,1.8206581444246694e-05,0.02,2093265,2976,703,,
0.05,1434,141.7134246826172,7.391619187499998,170.25,1.7641235899645835e-05,0.02,2095989,2981,703,,
0.05,1435,109.15628051757812,-43.3757425,114.8125,2.290294287377037e-05,0.02,2097826,2983,703,,
0.05,1436,119.02597045898438,-30.184073437499997,114.375,2.1003819711040705e-05,0.02,2099656,2985,703,,
,,,,,,,2100000,,,76.2,-58.84445285256952
0.05,1437,154.1345672607422,-49.3082276875,142.8125,1.621959381736815e-05,0.02,2101941,2989,702,,
0.05,1438,130.4936981201172,-102.99556168749999,196.9375,1.9158012946718372e-05,0.02,2105092,3002,701,,
0.05,1439,55.36017990112305,-63.50555125,90.875,4.515880937105976e-05,0.02,2106546,3004,701,,
0.05,1440,71.62413787841797,-62.5554875625,88.625,3.4904431231552735e-05,0.02,2107964,3005,701,,
0.05,1441,104.80867767333984,-18.34772325,100.375,2.3852986487327144e-05,0.02,2109570,3007,701,,
0.05,1442,109.42411804199219,-61.6776025,123.8125,2.2846881620353088e-05,0.02,2111551,3009,701,,
0.05,1443,67.55159759521484,-82.76099293749999,320.0625,3.7008747312938794e-05,0.02,2116672,3021,700,,
0.05,1444,101.2105712890625,-43.65509050000001,95.125,2.470097751938738e-05,0.02,2118194,3023,700,,
0.05,1445,81.61774444580078,-74.068277875,93.4375,3.0630591936642304e-05,0.02,2119689,3024,700,,
0.05,1446,165.07781982421875,-40.57043093750001,124.0,1.514437190053286e-05,0.02,2121673,3026,700,,
0.05,1447,132.34361267089844,-52.31867737500001,100.0,1.8890219507738948e-05,0.02,2123273,3028,701,,
0.05,1448,167.39410400390625,-51.4080255625,112.8125,1.493481522629736e-05,0.02,2125078,3030,701,,
0.05,1449,69.266845703125,-73.6045804375,87.25,3.6092300433665514e-05,0.02,2126474,3032,701,,
0.05,1450,153.4454345703125,28.544635937499997,112.0,1.6292435248033144e-05,0.02,2128266,3033,701,,
0.05,1451,114.55733489990234,-42.631064375,126.5,2.1823132556164637e-05,0.02,2130290,3036,701,,
0.05,1452,106.69225311279297,1.8886611875000003,98.6875,2.3431879526469857e-05,0.02,2131869,3038,701,,
0.05,1453,138.56687927246094,18.1389445625,104.8125,1.8041828298009932e-05,0.02,2133546,3040,701,,
0.05,1454,118.2199478149414,-114.07349231250001,275.0625,2.1147021470824257e-05,0.02,2137947,3062,698,,
0.05,1455,103.92650604248047,10.729822250000002,140.25,2.4055460016825236e-05,0.02,2140191,3065,698,,
0.05,1456,69.2428970336914,-68.596841375,86.6875,3.610478597693145e-05,0.02,2141578,3066,698,,
0.05,1457,123.00602722167969,-76.2253551875,101.4375,2.03242070710985e-05,0.02,2143201,3068,698,,
0.05,1458,137.17465209960938,6.354118937499998,118.125,1.8224940504296683e-05,0.02,2145091,3070,698,,
0.05,1459,161.05564880371094,35.0628494375,115.0625,1.552258436277043e-05,0.02,2146932,3072,698,,
0.05,1460,109.25489807128906,27.41935275,111.25,2.2882270059199072e-05,0.02,2148712,3074,698,,
0.05,1461,66.82445526123047,-64.4382471875,81.5,3.741145337698981e-05,0.02,2150016,3075,698,,
0.05,1462,98.4162368774414,-51.318948812500004,98.3125,2.5402310711797327e-05,0.02,2151589,3077,699,,
0.05,1463,132.98605346679688,63.291876625,165.0,1.8798962628352456e-05,0.02,2154229,3081,699,,
0.05,1464,152.81980895996094,-40.73181662499999,141.9375,1.6359135770471767e-05,0.02,2156500,3084,699,,
0.05,1465,172.17247009277344,-17.36206275,283.4375,1.4520323020406067e-05,0.02,2161035,3101,696,,
0.05,1466,112.15740203857422,-18.487776250000007,103.4375,2.2290101696853526e-05,0.02,2162690,3103,696,,
0.05,1467,82.02532196044922,-87.76756031250001,87.875,3.047839163627941e-05,0.02,2164096,3104,696,,
0.05,1468,90.888427734375,-87.98563325,154.1875,2.7506250262376852e-05,0.02,2166563,3108,696,,
0.05,1469,111.0242919921875,6.33434675,104.625,2.251759360660799e-05,0.02,2168237,3110,697,,
0.05,1470,106.73021697998047,-74.38237437500001,85.375,2.342354491702281e-05,0.02,2169603,3112,697,,
0.05,1471,146.39144897460938,-68.23827531250001,245.5,1.7077500160667114e-05,0.02,2173531,3120,696,,
0.05,1472,47.87886428833008,-55.6777503125,87.8125,5.221510582487099e-05,0.02,2174936,3121,696,,
0.05,1473,76.5264663696289,-5.6343406875,113.3125,3.2668434869265184e-05,0.02,2176749,3123,696,,
0.05,1474,120.90064239501953,-37.41097781250001,88.6875,2.0678136934293434e-05,0.02,2178168,3125,696,,
0.05,1475,93.30085754394531,-62.1273544375,106.75,2.6795036319526844e-05,0.02,2179876,3127,696,,
0.05,1476,64.16547393798828,-79.0404873125,244.0,3.896176349371672e-05,0.02,2183780,3147,693,,
0.05,1477,151.9321746826172,-7.410056500000002,194.5625,1.6454710930702277e-05,0.02,2186893,3155,693,,
0.05,1478,129.05014038085938,-114.28455199999999,309.875,1.9372315364307724e-05,0.02,2191851,3178,689,,
0.05,1479,78.51229858398438,-76.81211081250001,88.75,3.184214438078925e-05,0.02,2193271,3179,689,,
0.05,1480,131.23751831054688,-54.23960149999999,109.75,1.9049430193263106e-05,0.02,2195027,3181,689,,
0.05,1481,96.1585693359375,-15.495136062500004,105.625,2.5998720957431942e-05,0.02,2196717,3183,690,,
0.05,1482,141.0673828125,7.060395187500003,103.1875,1.7722026314004324e-05,0.02,2198368,3185,690,,
,,,,,,,2200000,,,82.2,-85.9766461125575
0.05,1483,59.78772735595703,-68.663292875,106.4375,4.181460099061951e-05,0.02,2200071,3187,690,,
0.05,1484,128.96298217773438,-29.453295687500002,111.875,1.9385406631045043e-05,0.02,2201861,3189,690,,
0.05,1485,117.03699493408203,7.433544812499999,160.5625,2.1360767277656123e-05,0.02,2204430,3193,690,,
0.05,1486,46.59157943725586,-47.6338398125,87.9375,5.3657760872738436e-05,0.02,2205837,3194,690,,
0.05,1487,131.68167114257812,5.595406812499999,166.0,1.8985178030561656e-05,0.02,2208493,3198,690,,
0.05,1488,122.32174682617188,-20.760923625,122.0625,2.0437903003767133e-05,0.02,2210446,3200,690,,
0.05,1489,160.56466674804688,16.195284187499993,118.75,1.557005089125596e-05,0.02,2212346,3203,690,,
0.05,1490,150.61538696289062,4.164745124999998,163.25,1.6598569345660508e-05,0.02,2214958,3206,690,,
0.05,1491,171.98475646972656,12.594809937500003,136.0,1.4536171875079162e-05,0.02,2217134,3209,690,,
0.05,1492,140.02520751953125,-37.1112784375,104.375,1.785392851161305e-05,0.02,2218804,3211,690,,
0.05,1493,131.2464599609375,-2.096295874999999,114.625,1.9048131434828974e-05,0.02,2220638,3213,691,,
0.05,1494,131.50018310546875,-55.03495400000001,219.0625,1.901137875393033e-05,0.02,2224143,3221,690,,
0.05,1495,114.27601623535156,-13.420208937500004,106.75,2.187685458920896e-05,0.02,2225851,3223,690,,
0.05,1496,176.2954559326172,-20.495809312499993,127.375,1.4180739526636899e-05,0.02,2227889,3225,690,,
0.05,1497,106.93838500976562,-73.17460575,85.5,2.3377946490654722e-05,0.02,2229257,3227,690,,
0.05,1498,97.36090850830078,-57.76187275,127.625,2.5677656594780274e-05,0.02,2231299,3230,690,,
0.05,1499,105.74626159667969,-30.10082475,111.625,2.3641498046345077e-05,0.02,2233085,3232,690,,
0.05,1500,159.0338592529297,-19.1891591875,113.25,1.5719922885182314e-05,0.02,2234897,3234,691,,
0.05,1501,153.00924682617188,-3.968295187499997,111.9375,1.6338881323463283e-05,0.02,2236688,3236,691,,
0.05,1502,139.443359375,-31.660598375000003,106.75,1.792842522263527e-05,0.02,2238396,3238,691,,
0.05,1503,102.31675720214844,-43.79418443749999,107.0625,2.4433924409095198e-05,0.02,2240109,3239,691,,
0.05,1504,151.97097778320312,-22.38071725,112.375,1.6450509065180086e-05,0.02,2241907,3241,691,,
0.05,1505,155.513427734375,-20.598352375000005,112.5,1.607578269613441e-05,0.02,2243707,3243,691,,
0.05,1506,124.09934997558594,-58.8014833125,285.75,2.0145149392192252e-05,0.02,2248279,3278,685,,
0.05,1507,80.57481384277344,-72.4798170625,86.375,3.102706614299677e-05,0.02,2249661,3279,685,,
0.05,1508,130.40155029296875,-14.2356715,101.1875,1.917154986585956e-05,0.02,2251280,3281,686,,
0.05,1509,106.85566711425781,7.306963375,133.375,2.3396045435220003e-05,0.02,2253414,3284,685,,
0.05,1510,119.63329315185547,-36.80780018750001,126.75,2.089719237119425e-05,0.02,2255442,3287,685,,
0.05,1511,100.29792022705078,-1.0838735000000028,198.6875,2.492573912604712e-05,0.02,2258621,3300,684,,
0.05,1512,112.22098541259766,25.0439290625,136.4375,2.2277472453424707e-05,0.02,2260804,3303,684,,
0.05,1513,101.44550323486328,3.5723580624999975,108.75,2.4643772121635266e-05,0.02,2262544,3305,684,,
0.05,1514,105.09996795654297,-40.657548875,229.5,2.3786877136444673e-05,0.02,2266216,3317,683,,
0.05,1515,114.72090148925781,-64.63766075,101.125,2.1792018742416985e-05,0.02,2267834,3319,683,,
0.05,1516,143.7041473388672,24.285338312500002,147.125,1.7396852854290046e-05,0.02,2270188,3322,683,,
0.05,1517,102.910888671875,-51.503438124999995,103.25,2.4292861780850217e-05,0.02,2271840,3324,683,,
0.05,1518,151.6090545654297,15.650974062500001,129.25,1.6489779227413237e-05,0.02,2273908,3326,683,,
0.05,1519,106.24037170410156,-79.985842375,106.8125,2.3531543774879538e-05,0.02,2275617,3328,683,,
0.05,1520,153.42320251464844,-10.7778936875,321.0625,1.6294796296278946e-05,0.02,2280754,3343,682,,
0.05,1521,149.4161834716797,-37.94413912500001,122.5625,1.67317884915974e-05,0.02,2282715,3345,682,,
0.05,1522,106.29435729980469,-46.265431750000005,92.1875,2.3519591195508838e-05,0.02,2284190,3347,682,,
0.05,1523,131.44618225097656,-36.15915175000001,125.125,1.9019189494429156e-05,0.02,2286192,3350,682,,
0.05,1524,119.66014099121094,-50.351920500000006,112.9375,2.089250301651191e-05,0.02,2287999,3352,682,,
0.05,1525,141.7615509033203,-43.56367006250001,306.5625,1.763524596753996e-05,0.02,2292904,3372,679,,
0.05,1526,117.50373840332031,-84.1773678125,91.375,2.1275918697938323e-05,0.02,2294366,3373,680,,
0.05,1527,118.96553039550781,-63.070510562500004,89.5625,2.1014489902881905e-05,0.02,2295799,3375,680,,
,,,,,,,2300000,,,234.0,-2.525167867302662
0.05,1528,152.0082244873047,-55.38433493749999,306.5625,1.6446478184661828e-05,0.02,2300704,3393,677,,
0.05,1529,116.59774780273438,-27.607651062500004,117.875,2.1441235730890185e-05,0.02,2302590,3395,678,,
0.05,1530,118.6916275024414,-71.898315,166.875,2.1062984160380438e-05,0.02,2305260,3400,677,,
0.05,1531,164.56460571289062,-45.640729437500006,344.75,1.5191601960395928e-05,0.02,2310776,3418,675,,
0.05,1532,115.73531341552734,-109.6494201875,135.1875,2.1601012122118846e-05,0.02,2312939,3421,676,,
0.05,1533,89.89360046386719,-9.407273749999998,198.25,2.7810656320070848e-05,0.02,2316111,3428,675,,
0.05,1534,91.30101776123047,-84.36061193750001,119.1875,2.7381949621485546e-05,0.02,2318018,3431,675,,
0.05,1535,128.11367797851562,-43.801357062499996,573.25,1.9513918232405558e-05,0.02,2327190,3461,672,,
0.05,1536,141.52032470703125,-34.353634625,134.75,1.7665306586422957e-05,0.02,2329346,3464,672,,
0.05,1537,139.6405487060547,-5.220055999999995,108.75,1.7903108528116718e-05,0.02,2331086,3466,672,,
0.05,1538,114.59880828857422,4.166595125000001,188.5625,2.181523450417444e-05,0.02,2334103,3472,672,,
0.05,1539,182.3727569580078,9.360537125000002,144.4375,1.3708187907468528e-05,0.02,2336414,3474,672,,
0.05,1540,134.63040161132812,68.1472760625,153.3125,1.8569357052911073e-05,0.02,2338867,3478,672,,
0.05,1541,190.73074340820312,12.142946000000002,136.0,1.3107482118357439e-05,0.02,2341043,3480,672,,
0.05,1542,191.05331420898438,-34.03421331249999,540.5625,1.30853522932739e-05,0.02,2349692,3507,669,,
0.05,1543,166.62782287597656,-55.668463,315.375,1.5003496628196444e-05,0.02,2354738,3525,667,,
0.05,1544,138.42831420898438,-40.5114635,122.1875,1.805988904379774e-05,0.02,2356693,3528,667,,
0.05,1545,80.47785949707031,-79.8362784375,92.5,3.106444273726083e-05,0.02,2358173,3529,668,,
0.05,1546,302.1383972167969,-86.6891140625,332.5,8.274353604065254e-06,0.02,2363493,3572,661,,
0.05,1547,134.80311584472656,0.10946181250000198,106.625,1.8545564671512693e-05,0.02,2365199,3574,661,,
0.05,1548,97.57299041748047,-60.367000312500004,108.125,2.5621842723921873e-05,0.02,2366929,3576,661,,
0.05,1549,123.75481414794922,0.6563605000000017,148.625,2.020123429247178e-05,0.02,2369307,3580,661,,
0.05,1550,109.95643615722656,-48.51952843750001,97.0,2.2736277969670482e-05,0.02,2370859,3582,661,,
0.05,1551,102.69605255126953,-58.529469625000004,93.8125,2.4343682525795884e-05,0.02,2372360,3584,661,,
0.05,1552,105.41129302978516,-5.358832875000001,326.125,2.371662230871152e-05,0.02,2377578,3602,660,,
0.05,1553,118.44295501708984,-23.75672825,106.4375,2.110720561177004e-05,0.02,2379281,3604,660,,
0.05,1554,144.8675537109375,-22.778719125000002,233.5,1.72571417351719e-05,0.02,2383017,3613,659,,
0.05,1555,112.650634765625,-29.592658874999998,113.0,2.2192505639395677e-05,0.02,2384825,3615,659,,
0.05,1556,117.72078704833984,-69.43462249999999,98.4375,2.1236690372461453e-05,0.02,2386400,3617,659,,
0.05,1557,143.1700439453125,40.000946375,286.0,1.746175257721916e-05,0.02,2390976,3629,658,,
0.05,1558,114.00080108642578,-56.335269875,123.75,2.1929670765530318e-05,0.02,2392956,3632,658,,
0.05,1559,132.06858825683594,-41.4907721875,194.375,1.892955697258003e-05,0.02,2396066,3641,657,,
,,,,,,,2400000,,,129.8,68.06379769981461
0.05,1560,92.9559555053711,-89.787929375,464.75,2.6894458642345853e-05,0.02,2403502,3671,654,,
0.05,1561,108.93476104736328,-47.7852548125,92.8125,2.2949514459469356e-05,0.02,2404987,3672,654,,
0.05,1562,105.5658950805664,-70.5908563125,278.9375,2.3681890525040217e-05,0.02,2409450,3688,653,,
0.05,1563,140.72865295410156,-4.333374437500003,106.875,1.7764683434506878e-05,0.02,2411160,3690,653,,
0.05,1564,133.97792053222656,-21.2369003125,114.0625,1.865978993009776e-05,0.02,2412985,3692,653,,
0.05,1565,185.66172790527344,-66.67165506250001,112.125,1.3465349184116349e-05,0.02,2414779,3694,653,,
0.05,1566,132.32798767089844,0.6658356249999988,321.5625,1.88924514077371e-05,0.02,2419924,3706,652,,
0.05,1567,124.97895812988281,-50.2806090625,109.6875,2.0003366444143467e-05,0.02,2421679,3707,653,,
0.05,1568,73.31942749023438,-65.6014738125,98.125,3.4097374737029895e-05,0.02,2423249,3709,653,,
0.05,1569,141.12054443359375,47.799408437500006,138.6875,1.771535062289331e-05,0.02,2425468,3711,653,,
0.05,1570,159.14486694335938,-35.59080987499999,167.4375,1.570895801705774e-05,0.02,2428147,3716,653,,
0.05,1571,159.5651397705078,-9.6603574375,446.0625,1.566758146509528e-05,0.02,2435284,3741,650,,
0.05,1572,97.36325073242188,-70.38663431250001,94.8125,2.5677038138383068e-05,0.02,2436801,3742,651,,
0.05,1573,154.10948181152344,-35.47272381249999,277.0625,1.6222233170992695e-05,0.02,2441234,3763,648,,
0.05,1574,130.30599975585938,-50.151744812500006,287.9375,1.9185608834959567e-05,0.02,2445841,3774,647,,
0.05,1575,124.08797454833984,-14.60771025,312.125,2.014699566643685e-05,0.02,2450835,3787,647,,
0.05,1576,127.98155212402344,-32.07000968749999,102.0625,1.9534065359039232e-05,0.02,2452468,3789,647,,
0.05,1577,94.8434066772461,-24.556793687499994,144.8125,2.635923920024652e-05,0.02,2454785,3793,647,,
0.05,1578,131.24246215820312,-10.894941374999997,113.5625,1.904871351143811e-05,0.02,2456602,3795,647,,
0.05,1579,132.77728271484375,-10.267158250000001,119.0,1.8828521206160076e-05,0.02,2458506,3797,647,,
0.05,1580,110.31907653808594,-90.83374843749999,264.1875,2.266153933305759e-05,0.02,2462733,3819,644,,
0.05,1581,127.62821960449219,-15.474697187500002,102.625,1.958814391400665e-05,0.02,2464375,3821,644,,
0.05,1582,57.01238250732422,-41.5607081875,89.5625,4.385011925478466e-05,0.02,2465808,3822,645,,
0.05,1583,71.17491149902344,-78.8029466875,87.5625,3.512473631417379e-05,0.02,2467209,3824,645,,
0.05,1584,88.1225814819336,-29.500283625,99.5,2.8369573556119576e-05,0.02,2468801,3826,645,,
0.05,1585,65.8453598022461,-20.095712875,93.0,3.796774399233982e-05,0.02,2470289,3827,645,,
0.05,1586,115.8073501586914,-16.513538875000002,194.125,2.1587575247394852e-05,0.02,2473395,3832,645,,
0.05,1587,81.36856842041016,-37.0254221875,123.5,3.072439358220436e-05,0.02,2475371,3835,645,,
0.05,1588,131.34805297851562,-47.87491837500001,106.6875,1.9033399439649656e-05,0.02,2477078,3837,645,,
0.05,1589,123.56687927246094,-8.865232062499995,109.6875,2.0231958842487074e-05,0.02,2478833,3839,645,,
0.05,1590,152.26573181152344,12.558176125,126.0,1.6418664017692208e-05,0.02,2480849,3842,645,,
0.05,1591,95.28131866455078,-11.9689935625,113.3125,2.6238092686980963e-05,0.02,2482662,3844,645,,
0.05,1592,153.26580810546875,-22.080684812499996,125.3125,1.6311530998791568e-05,0.02,2484667,3846,645,,
0.05,1593,158.92147827148438,-31.289776375000002,351.0625,1.5731038729427382e-05,0.02,2490284,3867,643,,
0.05,1594,147.87533569335938,-38.830363375,337.875,1.6906131349969655e-05,0.02,2495690,3909,638,,
0.05,1595,133.01698303222656,-19.322791124999995,153.25,1.8794591596815735e-05,0.02,2498142,3913,638,,
,,,,,,,2500000,,,92.0,-45.2744059768305
0.05,1596,156.0634307861328,-0.30326056250000377,345.5,1.6019126633182168e-05,0.02,2503670,3929,637,,
0.05,1597,100.02579498291016,-39.7417709375,103.4375,2.499355105101131e-05,0.02,2505325,3931,637,,
0.05,1598,158.7545928955078,-32.1438264375,287.1875,1.5747575162095018e-05,0.02,2509920,3940,636,,
0.05,1599,129.656494140625,-48.45107881250001,302.9375,1.928171877807472e-05,0.02,2514767,3953,636,,
0.05,1600,102.0750503540039,-54.665782375000006,113.5,2.4491782824043185e-05,0.02,2516583,3956,636,,
0.05,1601,155.34683227539062,18.800313437499998,133.0625,1.6093021258711815e-05,0.02,2518712,3958,636,,
0.05,1602,119.55032348632812,-25.861258062499996,104.0,2.0911695173708722e-05,0.02,2520376,3960,636,,
0.05,1603,113.92523956298828,-115.468876875,271.9375,2.194421540480107e-05,0.02,2524727,3972,635,,
0.05,1604,146.40707397460938,-31.701347562499997,108.25,1.707567753328476e-05,0.02,2526459,3974,635,,
0.05,1605,126.39741516113281,-77.289582,98.25,1.9778886780841276e-05,0.02,2528031,3975,635,,
0.05,1606,138.42955017089844,-61.880432,106.3125,1.8059727153740823e-05,0.02,2529732,3978,635,,
0.05,1607,133.105712890625,-4.484339000000002,114.25,1.8782064216793515e-05,0.02,2531560,3980,636,,
0.05,1608,164.6857452392578,42.7971074375,151.9375,1.5180426998995245e-05,0.02,2533991,3983,636,,
0.05,1609,154.54823303222656,1.7792889374999987,138.0,1.617617999727372e-05,0.02,2536199,3986,636,,
0.05,1610,143.48410034179688,-62.872193562499994,133.1875,1.7423531971871853e-05,0.02,2538330,3988,636,,
0.05,1611,118.56134033203125,-74.11951681250001,118.1875,2.1086128981551155e-05,0.02,2540221,3991,636,,
0.05,1612,162.55404663085938,-5.744127000000002,157.4375,1.5379499018308707e-05,0.02,2542740,3994,636,,
0.05,1613,116.8609848022461,-71.027229375,290.75,2.139293974323664e-05,0.02,2547392,4019,633,,
0.05,1614,138.03717041015625,-45.239448375,116.4375,1.8111062672687694e-05,0.02,2549255,4022,633,,
0.05,1615,169.7381134033203,-36.1075118125,117.3125,1.4728571841260418e-05,0.02,2551132,4025,633,,
0.05,1616,150.02297973632812,-34.7060225625,132.0,1.6664112990838476e-05,0.02,2553244,4028,633,,
0.05,1617,175.40858459472656,13.520883437499998,114.875,1.4252437722461764e-05,0.02,2555082,4031,633,,
0.05,1618,82.38245391845703,-36.104299375,203.4375,3.0346267521963455e-05,0.02,2558337,4041,633,,
0.05,1619,135.59291076660156,-87.096850125,197.4375,1.843754216679372e-05,0.02,2561496,4048,632,,
0.05,1620,127.9998550415039,-43.588100624999996,116.8125,1.953127321030479e-05,0.02,2563365,4050,632,,
0.05,1621,132.4803466796875,-27.628318375,168.75,1.8870723579311743e-05,0.02,2566065,4056,632,,
0.05,1622,187.3556365966797,-111.40930631250001,137.375,1.334360695182113e-05,0.02,2568263,4059,632,,
0.05,1623,136.6584014892578,-25.757382375000002,139.0,1.8293789253220893e-05,0.02,2570487,4062,632,,
0.05,1624,208.36575317382812,15.424510124999998,390.6875,1.1998133231827524e-05,0.02,2576738,4082,631,,
0.05,1625,169.00588989257812,-75.2014330625,302.0,1.479238380852621e-05,0.02,2581570,4111,627,,
0.05,1626,133.72744750976562,11.926521812499999,208.1875,1.869473999249749e-05,0.02,2584901,4118,627,,
0.05,1627,128.8823699951172,-10.795101937500002,155.1875,1.939753201440908e-05,0.02,2587384,4122,627,,
0.05,1628,120.50299835205078,-65.7402314375,150.25,2.0746370864799246e-05,0.02,2589788,4127,627,,
0.05,1629,144.6238555908203,-58.04363468750001,119.9375,1.7286220099776983e-05,0.02,2591707,4131,627,,
0.05,1630,152.2718505859375,-16.898519874999998,106.8125,1.6418005543528125e-05,0.02,2593416,4133,627,,
0.05,1631,177.99679565429688,3.3276148125000002,170.5,1.4045196621736977e-05,0.02,2596144,4137,627,,
0.05,1632,141.3982391357422,3.631471624999996,144.0625,1.768055881257169e-05,0.02,2598449,4140,627,,
,,,,,,,2600000,,,194.2,58.577130407823745
0.05,1633,155.24000549316406,-96.70832250000001,247.1875,1.6104095266200602e-05,0.02,2602404,4150,626,,
0.05,1634,92.93373107910156,-37.825980875,118.375,2.6900888769887388e-05,0.02,2604298,4153,627,,
0.05,1635,94.0603256225586,-40.4540274375,104.625,2.65786857198691e-05,0.02,2605972,4154,627,,
0.05,1636,116.15596771240234,-75.403301125,152.5625,2.1522784663829952e-05,0.02,2608413,4158,627,,
0.05,1637,123.19093322753906,-42.8570204375,126.875,2.029370079981163e-05,0.02,2610443,4161,627,,
0.05,1638,191.28057861328125,-44.671513874999995,308.8125,1.3069806300336495e-05,0.02,2615384,4178,625,,
0.05,1639,139.99465942382812,5.860641812499999,138.3125,1.785782296792604e-05,0.02,2617597,4181,625,,
0.05,1640,108.17454528808594,-49.4316331875,115.0625,2.3110796973924153e-05,0.02,2619438,4183,626,,
0.05,1641,157.1282501220703,-97.25839606250001,121.4375,1.591056934557855e-05,0.02,2621381,4185,626,,
0.05,1642,142.86082458496094,-82.6197425,317.9375,1.7499549358035438e-05,0.02,2626468,4208,624,,
0.05,1643,138.96792602539062,-55.676906687499994,129.5625,1.7989761545322835e-05,0.02,2628541,4211,624,,
0.05,1644,105.65386962890625,-46.7213219375,109.5625,2.3662170860916376e-05,0.02,2630294,4213,624,,
0.05,1645,186.4401092529297,-38.9724290625,178.875,1.3409132407105062e-05,0.02,2633156,4217,624,,
