rollout/ep_len_mean,time/time_elapsed,time/fps,time/total_timesteps,time/iterations,rollout/ep_rew_mean,train/loss,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/clip_range,train/approx_kl,train/n_updates,train/value_loss,eval/mean_ep_length,eval/mean_reward
618.36,2281,95,217088,106,84.50012752999999,9.157685279846191,0.0003,0.094677734375,0.0006741740056895651,0.6457835137844086,-0.6732775436714291,0.2,0.008157586,1050,20.935936968773603,,
620.47,2297,95,219136,107,91.32908580000002,8.877609252929688,0.0003,0.03173828125,-0.0023512052750447763,0.7336414456367493,-0.672970967926085,0.2,0.0028256814,1060,90.48804162442684,,
618.67,2314,95,221184,108,95.18690320999998,4.2488555908203125,0.0003,0.0908203125,-0.003668369354272727,0.933224692940712,-0.5824673210270703,0.2,0.0088300295,1070,27.655025832355022,,
620.57,2328,95,223232,109,92.69253776999999,4.857138633728027,0.0003,0.059130859375,-0.0037235363699437583,0.8150096386671066,-0.6918343935161829,0.2,0.006155952,1080,67.52937060445547,,
626.9,2344,96,225280,110,94.56576369,38.60831069946289,0.0003,0.049951171875,-0.0021308221508661517,0.7219327688217163,-0.7135785160586238,0.2,0.008031314,1090,115.1381057664752,,
632.47,2358,96,227328,111,99.20706760000002,24.86065673828125,0.0003,0.02373046875,-0.001963114831596613,0.6334385275840759,-0.54946019500494,0.2,0.003382659,1100,120.542141610384,,
634.92,2373,96,229376,112,97.86538602,17.741607666015625,0.0003,0.051318359375,-0.0028983228650758973,0.8396161645650864,-0.6367806730791926,0.2,0.004896293,1110,56.849042288959026,,
631.32,2388,96,231424,113,102.11453727000001,27.746370315551758,0.0003,0.0783203125,-0.006491984427702846,0.8294141441583633,-0.728774081543088,0.2,0.010164816,1120,59.79896731972694,,
631.19,2402,97,233472,114,99.75319902000001,7.962830543518066,0.0003,0.036865234375,0.00012061854431522079,0.8534448146820068,-0.6899318045005203,0.2,0.002624588,1130,35.316704246401784,,
635.53,2419,97,235520,115,101.83122715000003,9.501275062561035,0.0003,0.060693359375,-0.0033015173561580014,0.8392621278762817,-0.6794325003400445,0.2,0.005222874,1140,58.87223856896162,,
638.06,2434,97,237568,116,103.32699887000003,6.169905662536621,0.0003,0.09013671875,-0.0021527363365748896,0.9436589404940605,-0.7201526710763574,0.2,0.007520472,1150,15.091466814279556,,
636.56,2449,97,239616,117,97.99198456,48.62499237060547,0.0003,0.042822265625,-0.0012157020075392211,0.6893902122974396,-0.6855449136346579,0.2,0.0030363926,1160,63.459410122036935,,
639.11,2468,97,241664,118,95.95947994,6.210186004638672,0.0003,0.02880859375,-0.003085775721410755,0.6646857559680939,-0.6829961914569139,0.2,0.0027718293,1170,123.73996670246125,,
639.15,2483,98,243712,119,95.00723736000002,105.34152221679688,0.0003,0.0228515625,-0.0005797561345389113,0.7773073762655258,-0.6134936049580574,0.2,0.004457059,1180,89.70988002419472,,
640.86,2500,98,245760,120,100.69517620000002,25.223417282104492,0.0003,0.0431640625,-0.0007778139406582341,0.8483224362134933,-0.6626202967017889,0.2,0.0045149093,1190,58.78911015093327,,
642.89,2527,98,247808,121,99.9678216,53.56648254394531,0.0003,0.047216796875,-0.004982851814565948,0.7188926339149475,-0.6959562761709094,0.2,0.0042873127,1200,81.78044289052487,,
646.0,2549,97,249856,122,98.50895274999999,18.574756622314453,0.0003,0.040869140625,-0.0026281883161573204,0.583583265542984,-0.6942697739228606,0.2,0.0038532517,1210,112.80947931110859,,
646.13,2567,98,251904,123,104.97599419000002,5.419813632965088,0.0003,0.04619140625,-0.0011495698410726618,0.7431438863277435,-0.6819671977311372,0.2,0.002356751,1220,70.00277164578438,,
648.12,2586,98,253952,124,105.20132938,6.227189064025879,0.0003,0.064599609375,-0.003322295574253076,0.7435392737388611,-0.6216545755974948,0.2,0.0074385107,1230,104.30961451679468,,
653.29,2608,98,256000,125,109.51504495,39.48637771606445,0.0003,0.106787109375,-0.0017122935976658482,0.7967860102653503,-0.6312626087106764,0.2,0.007267059,1240,79.4423291027546,,
656.66,2630,98,258048,126,108.68482180000001,203.8746795654297,0.0003,0.030078125,-0.00044983137850067577,0.4352567195892334,-0.6198595819063485,0.2,0.0048959353,1250,138.2678697437048,,
658.87,2648,98,260096,127,111.32950613000001,42.69615936279297,0.0003,0.06591796875,-0.0022352726802637333,0.7996224611997604,-0.6193042363971472,0.2,0.004727787,1260,79.62746309489012,,
637.62,2666,98,262144,128,117.50906449,10.95751953125,0.0003,0.056884765625,-0.002409328012072365,0.7940540760755539,-0.6377688510343432,0.2,0.004638728,1270,74.8172647356987,,
635.96,2682,98,264192,129,116.38802613999998,5.6199798583984375,0.0003,0.06455078125,-0.0020328872989921363,0.554053008556366,-0.6443947380408644,0.2,0.008717481,1280,64.76632506549359,,
638.82,2698,98,266240,130,115.46796516,34.660762786865234,0.0003,0.049462890625,-0.0019468978745862842,0.9008203819394112,-0.5987983806058764,0.2,0.006638238,1290,37.24295677095652,,
643.29,2715,98,268288,131,115.17910454999999,21.375959396362305,0.0003,0.085986328125,-0.002138884445594158,0.951341051608324,-0.5668000872246921,0.2,0.007638647,1300,21.42656541392207,,
631.62,2739,98,270336,132,113.23604316,9.52916145324707,0.0003,0.0748046875,-0.0010858546615054366,0.9122416228055954,-0.5597922708839178,0.2,0.004314581,1310,27.690466979146002,,
637.11,2756,98,272384,133,117.20727539,10.785865783691406,0.0003,0.043798828125,-0.002214184297918109,0.48184818029403687,-0.6561746474355459,0.2,0.004618276,1320,123.37454430013895,,
640.92,2772,98,274432,134,116.72623563,13.20087718963623,0.0003,0.056982421875,-0.0023430146335158496,0.900712214410305,-0.6184037794359029,0.2,0.003872623,1330,24.235316741466523,,
643.34,2787,99,276480,135,113.60845499000003,1.8933689594268799,0.0003,0.08017578125,-0.0016272233930067158,0.9698986280709505,-0.6275287287309765,0.2,0.006433475,1340,10.992906385660172,,
630.15,2802,99,278528,136,118.17291577000002,31.06167221069336,0.0003,0.07841796875,-0.002725120609102305,0.5089183747768402,-0.666941211745143,0.2,0.0058440706,1350,97.05155202746391,,
634.58,2817,99,280576,137,117.01456886,7.456573486328125,0.0003,0.030908203125,-0.001486876406124793,0.9299114048480988,-0.6386438516899944,0.2,0.003067372,1360,21.124025754630566,,
637.04,2833,99,282624,138,115.54356653999999,25.57033920288086,0.0003,0.043310546875,-0.002844580100645544,0.5718432366847992,-0.6088550912216306,0.2,0.0052084653,1370,106.03820551484823,,
638.48,2866,99,284672,139,115.3699355,5.678621768951416,0.0003,0.02255859375,-0.001387059345142916,0.6539796888828278,-0.5786309882067144,0.2,0.002754722,1380,55.51285015940666,,
642.99,2879,99,286720,140,119.69922697000001,7.8072590827941895,0.0003,0.055322265625,-0.0021641897827066716,0.9319170713424683,-0.631639432348311,0.2,0.0060097342,1390,16.79191565439105,,
647.0,2897,99,288768,141,118.5161958,4.306960582733154,0.0003,0.07060546875,-0.0023410621150105728,0.9488138891756535,-0.6365992682054639,0.2,0.0057891947,1400,18.66945719793439,,
642.46,2913,99,290816,142,116.35509849000002,15.917231559753418,0.0003,0.0705078125,-0.0014624932213337162,0.7679281681776047,-0.628324831277132,0.2,0.0057069673,1410,66.81430826932191,,
644.62,2929,99,292864,143,112.18384385000002,17.34327507019043,0.0003,0.08857421875,-0.005220094032119959,0.8331883996725082,-0.6828898381441831,0.2,0.00806215,1420,64.78499734848738,,
647.42,2947,100,294912,144,112.81618593000003,28.070457458496094,0.0003,0.033544921875,0.0005778075556008844,0.6420998275279999,-0.6341106481850147,0.2,0.0033441894,1430,95.43696402162314,,
656.18,2962,100,296960,145,107.86883428000002,31.874788284301758,0.0003,0.020556640625,-0.0010169116147153545,0.8649252206087112,-0.5825143708847463,0.2,0.003131962,1440,45.61701584011316,,
660.14,2978,100,299008,146,102.50330811000002,21.054567337036133,0.0003,0.019970703125,-0.0016535980334083434,0.5264747738838196,-0.6006412252783775,0.2,0.0023011526,1450,130.2597783267498,,
,,,300000,,,37.06741714477539,0.0003,0.0541015625,-0.002961190822679782,0.8842799365520477,-0.5971599745564162,0.2,0.004778923,1460,67.46223040372134,791.4,127.52179977418893
668.02,3007,100,301056,147,103.43267343000004,,,,,,,,,,,,
669.64,3023,100,303104,148,99.61603381,7.775542736053467,0.0003,0.12783203125,-0.002262762752798153,0.8166116625070572,-0.7008205037564039,0.2,0.017615478,1470,35.929701334238054,,
670.28,3038,100,305152,149,94.82559159,4.346301078796387,0.0003,0.094140625,-0.0026938436229102082,0.5929867923259735,-0.6993323422968387,0.2,0.00715256,1480,81.74066725075245,,
