rollout/ep_len_mean,time/time_elapsed,time/fps,time/total_timesteps,time/iterations,rollout/ep_rew_mean,train/loss,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/clip_range,train/approx_kl,train/n_updates,train/value_loss,eval/mean_ep_length,eval/mean_reward
469.59,6162,131,811008,396,199.88069119,6.700440883636475,0.0003,0.112890625,-0.002200225405249512,0.9430596977472305,-0.5351735941134393,0.2,0.009308911,3950,29.540937523543835,,
469.59,6175,131,813056,397,199.88069119,10.256365776062012,0.0003,0.030029296875,-0.0021461469994392248,0.9410468451678753,-0.4745060602203012,0.2,0.00349002,3960,25.408918069303034,,
496.05,6187,131,815104,398,198.31466318000003,0.04606754332780838,0.0003,0.251123046875,-0.013525017445499544,0.938871942460537,-0.5642041361890733,0.2,0.014933532,3970,0.15719957440160215,,
498.27,6196,131,817152,399,200.96841148999997,22.47637939453125,0.0003,0.034521484375,-0.0013691627798834815,0.9459622837603092,-0.5314917196519673,0.2,0.0033976184,3980,25.33954910263419,,
498.58,6205,132,819200,400,198.1629704,7.912240505218506,0.0003,0.043505859375,-0.004502436709299218,0.8968847021460533,-0.4880318857729435,0.2,0.0042573814,3990,28.708710519969465,,
501.77,6214,132,821248,401,196.59612525999998,12.548930168151855,0.0003,0.026611328125,-0.0015351774440205191,0.7147607505321503,-0.4802185672335327,0.2,0.0040304405,4000,58.12423994839192,,
476.7,6224,132,823296,402,201.74928704999994,6.518085479736328,0.0003,0.0333984375,-0.0023351315780018923,0.8323374092578888,-0.4436731876805425,0.2,0.005009314,4010,67.89301362335682,,
478.74,6233,132,825344,403,205.10492257000004,12.988520622253418,0.0003,0.060400390625,-0.0034373048787529116,0.8034976273775101,-0.46858788281679153,0.2,0.0053306753,4020,52.07532976567745,,
473.86,6243,132,827392,404,207.23444333999996,24.692481994628906,0.0003,0.0552734375,-0.0022421652611228637,0.7941834330558777,-0.4998822001740336,0.2,0.0060506444,4030,46.20661573559046,,
471.51,6252,132,829440,405,207.6611763,2.814673662185669,0.0003,0.071533203125,-0.0004688522290962283,0.9378130659461021,-0.4830209014005959,0.2,0.005530882,4040,14.181433866173029,,
470.84,6261,132,831488,406,208.52663288999992,4.113921642303467,0.0003,0.067578125,-0.004102837671234738,0.9316017851233482,-0.4847425420768559,0.2,0.008756135,4050,23.473369815945624,,
467.06,6271,132,833536,407,209.23924369,24.36098861694336,0.0003,0.036865234375,-0.002116857489090762,0.7842352390289307,-0.46222695605829356,0.2,0.0028402945,4060,49.684518821537495,,
463.66,6280,133,835584,408,204.82134492,3.3730521202087402,0.0003,0.064404296875,-0.003504257345048245,0.931311160326004,-0.49596348917111754,0.2,0.0055419654,4070,13.700591099262237,,
464.43,6289,133,837632,409,207.3790682,24.53437042236328,0.0003,0.04033203125,-0.0027489171785418875,0.8531101942062378,-0.48909002374857663,0.2,0.0044697216,4080,60.08508598804474,,
462.37,6299,133,839680,410,207.77133250999998,4.886536121368408,0.0003,0.029150390625,-0.001048129313858226,0.9009513184428215,-0.449022875726223,0.2,0.0028726421,4090,22.953181643784045,,
460.48,6307,133,841728,411,208.16471142999998,4.09132194519043,0.0003,0.060107421875,-0.0018076066291541793,0.9045098274946213,-0.46612288439646365,0.2,0.007252574,4100,20.675677958130837,,
452.58,6316,133,843776,412,210.79067984000005,5.752429485321045,0.0003,0.050830078125,0.00023763128410791978,0.9571962729096413,-0.4696410450153053,0.2,0.0029548465,4110,10.486750560253858,,
437.01,6325,133,845824,413,214.83722817999998,10.030266761779785,0.0003,0.0744140625,-0.003211122709035408,0.9069514200091362,-0.4791050787083805,0.2,0.005771789,4120,15.240440786629915,,
407.05,6334,133,847872,414,220.61620833,4.938308238983154,0.0003,0.06376953125,-0.001718070957576856,0.9619046859443188,-0.466950387135148,0.2,0.0052556824,4130,8.141187477111817,,
399.39,6343,133,849920,415,223.35232916,6.3026885986328125,0.0003,0.057373046875,-0.0010067191651614849,0.9536390081048012,-0.47310025840997694,0.2,0.006673358,4140,10.36021626368165,,
373.79,6352,134,851968,416,229.25507230000002,5.244385719299316,0.0003,0.0587890625,-0.002412505821121158,0.9579818770289421,-0.47710826257243755,0.2,0.005182635,4150,10.328000597655773,,
369.03,6362,134,854016,417,228.98250945000004,3.8587210178375244,0.0003,0.061328125,-0.0013122179574565963,0.9665752612054348,-0.4999637372791767,0.2,0.009547776,4160,7.610565215721726,,
365.41,6371,134,856064,418,234.55695333,1.6089869737625122,0.0003,0.067822265625,-0.0019626456109108404,0.9628651291131973,-0.4806000227108598,0.2,0.007355055,4170,9.53067541718483,,
360.84,6380,134,858112,419,234.75806159,8.66866683959961,0.0003,0.038037109375,-0.002923398613347672,0.8958506286144257,-0.4379733414389193,0.2,0.002868719,4180,16.952261991798878,,
360.4,6388,134,860160,420,235.40029195000002,6.319584846496582,0.0003,0.072998046875,-0.0025871432197163815,0.9622441232204437,-0.46114149065688254,0.2,0.008332662,4190,9.487247305363416,,
358.8,6397,134,862208,421,235.45960061999997,10.416908264160156,0.0003,0.064892578125,-0.0016548473271541298,0.9737055283039808,-0.4698334479704499,0.2,0.0060902294,4200,8.338219653069974,,
359.21,6406,134,864256,422,235.51405248999998,3.496469497680664,0.0003,0.0470703125,-0.001796475931769237,0.9484437666833401,-0.47374629164114596,0.2,0.0029582074,4210,9.867067843675613,,
358.46,6415,135,866304,423,238.28276954,107.88470458984375,0.0003,0.032666015625,-5.593393580056727e-05,0.6273438632488251,-0.4713680202141404,0.2,0.0019924424,4220,82.24150887876749,,
358.88,6426,135,868352,424,238.00120246000003,9.45007610321045,0.0003,0.055810546875,-0.006632990861544385,0.9323695302009583,-0.45556266997009515,0.2,0.01465196,4230,13.411309722065926,,
385.31,6438,135,870400,425,234.71593742000002,0.26323816180229187,0.0003,0.056494140625,-0.0018498963676393033,0.39989835023880005,-0.5440809540450573,0.2,0.005259567,4240,12.380501717235893,,
400.09,6447,135,872448,426,234.35573247999994,2.714860677719116,0.0003,0.0904296875,-0.002469188396935351,0.25904369354248047,-0.47812855523079634,0.2,0.008024373,4250,9.23788267755881,,
403.39,6456,135,874496,427,233.68464054999995,17.94414520263672,0.0003,0.026904296875,-0.001410608740116004,0.4899994134902954,-0.42281311424449086,0.2,0.0024242832,4260,27.53391960375011,,
403.39,6468,135,876544,428,233.68464054999995,7.376750469207764,0.0003,0.0544921875,-0.004412414480611915,0.8125580102205276,-0.4516375764273107,0.2,0.004764708,4270,30.498895178735257,,
429.59,6479,135,878592,429,239.92601120999998,0.026001758873462677,0.0003,0.150390625,-0.011589882466796552,0.9045063331723213,-0.4216291539371014,0.2,0.011222906,4280,4.927612275071442,,
429.75,6488,135,880640,430,239.57978642999996,37.103660583496094,0.0003,0.041796875,-0.0038393930677557363,0.5722082257270813,-0.4203370213508606,0.2,0.0027509185,4290,61.17575658261776,,
428.23,6497,135,882688,431,239.78772503000005,18.91025161743164,0.0003,0.017236328125,-0.002358236742293229,0.5004984438419342,-0.43380888970568776,0.2,0.0049401065,4300,45.99218073785305,,
430.51,6507,135,884736,432,239.47295368,5.418318271636963,0.0003,0.023291015625,-0.0015806228399014798,0.8731425851583481,-0.42889153901487587,0.2,0.0025212048,4310,16.283901812881233,,
429.06,6517,136,886784,433,240.24877049999995,10.28490924835205,0.0003,0.011767578125,-0.0007269477180670946,0.7759835124015808,-0.3986843912862241,0.2,0.002599177,4320,45.18221434354782,,
429.34,6526,136,888832,434,237.09196763,13.811893463134766,0.0003,0.029541015625,-0.001430997134593781,0.9136921316385269,-0.3930855139158666,0.2,0.0028329492,4330,22.58901270776987,,
429.34,6539,136,890880,435,237.09196763,30.325687408447266,0.0003,0.020263671875,-0.0010863389619771625,0.7305913269519806,-0.4215821377001703,0.2,0.0047668093,4340,94.16965839266777,,
455.67,6548,136,892928,436,232.68243155,0.38592368364334106,0.0003,0.17900390625,-0.00463052376799169,0.6416170299053192,-0.5301135064102709,0.2,0.010418665,4350,5.981619536085054,,
455.78,6557,136,894976,437,232.21879468,5.868355751037598,0.0003,0.08212890625,-0.0015631387614121195,0.8314059227705002,-0.4977758199907839,0.2,0.0054676547,4360,20.405540240556,,
451.9,6566,136,897024,438,230.45646346,36.65211486816406,0.0003,0.032275390625,-0.0018220421552541666,0.672179102897644,-0.43882977683097124,0.2,0.005677036,4370,46.72587902396917,,
450.39,6574,136,899072,439,230.99817047,12.540914535522461,0.0003,0.030859375,-0.003631794432294555,0.6658132970333099,-0.46620469698682426,0.2,0.004411011,4380,55.895073087513445,,
,,,900000,,,9.673726081848145,0.0003,0.02470703125,-0.0011278658894298133,0.7470394968986511,-0.40405828235670926,0.2,0.0024203772,4390,32.73233661353588,331.2,259.6112815472292
451.24,6586,136,901120,440,230.10781263999996,,,,,,,,,,,,
453.42,6596,136,903168,441,230.61164117,6.287436008453369,0.0003,0.039794921875,-0.0011889450950548052,0.915214516222477,-0.4161470481194556,0.2,0.003991497,4400,13.64004947245121,,
452.89,6605,137,905216,442,230.20048575999996,46.691280364990234,0.0003,0.050830078125,-0.00866273488427396,0.922506645321846,-0.42337668435648085,0.2,0.020796742,4410,75.92244781404733,,
451.86,6614,137,907264,443,231.41578583999998,9.483194351196289,0.0003,0.018994140625,-0.000771313403674867,0.7254677712917328,-0.41830851044505835,0.2,0.0028163034,4420,62.11638203263283,,
453.14,6623,137,909312,444,234.42797466999997,4.282928943634033,0.0003,0.032373046875,-0.0015909931498754304,0.8854864984750748,-0.40376051506027577,0.2,0.004849381,4430,20.918019136786462,,
451.94,6632,137,911360,445,234.25601580999995,6.328415870666504,0.0003,0.04697265625,-0.00011251907344558276,0.9209450110793114,-0.44263645643368366,0.2,0.005240653,4440,17.328504896163942,,
407.56,6641,137,913408,446,235.73352001,35.845401763916016,0.0003,0.016015625,-0.000927150176721625,0.7787277102470398,-0.4102638687938452,0.2,0.0024232436,4450,54.15990965664387,,
381.3,6651,137,915456,447,237.12945782,16.329383850097656,0.0003,0.05498046875,-0.0005952413393970346,0.7084901928901672,-0.4390620930120349,0.2,0.001902055,4460,55.63534200489521,,
376.09,6659,137,917504,448,237.34947604000004,10.260797500610352,0.0003,0.046337890625,-0.0017486992335761897,0.9499085992574692,-0.45999168548732994,0.2,0.0037392594,4470,10.42877829298377,,
375.83,6668,137,919552,449,237.01153542,17.507680892944336,0.0003,0.056591796875,-0.001959950962191215,0.9123900905251503,-0.430052184779197,0.2,0.006764582,4480,15.270153587311507,,
373.84,6677,138,921600,450,235.98433501,9.213617324829102,0.0003,0.036962890625,-0.0008590248788095777,0.9320569336414337,-0.4078712140209973,0.2,0.005034634,4490,13.566041977703572,,
374.18,6686,138,923648,451,235.38617643999999,12.152748107910156,0.0003,0.028759765625,-0.0013930311622971203,0.8743493109941483,-0.409326090849936,0.2,0.004137208,4500,36.79452013745904,,
372.22,6695,138,925696,452,236.26017444000001,15.01866340637207,0.0003,0.07060546875,-0.003393183583102655,0.8346458971500397,-0.4388241798616946,0.2,0.0064182323,4510,20.845472894608974,,
342.86,6704,138,927744,453,241.37906379,190.6707763671875,0.0003,0.05244140625,-0.00178122872239328,0.550166517496109,-0.40782226286828516,0.2,0.005918371,4520,117.6635327398777,,
341.12,6713,138,929792,454,241.98673589999996,8.150391578674316,0.0003,0.05400390625,-0.0017552449469803832,0.9012351557612419,-0.4455060883425176,0.2,0.0051446017,4530,14.962246876209974,,
341.35,6721,138,931840,455,241.63008147,5.637089729309082,0.0003,0.052685546875,-0.0008558249755878933,0.9181046560406685,-0.4206443024799228,0.2,0.004834067,4540,13.389029778540134,,
338.65,6730,138,933888,456,241.71995001,25.058046340942383,0.0003,0.048828125,-0.0013307202912983484,0.8232307434082031,-0.4407117946073413,0.2,0.0020770272,4550,46.356344253569844,,
334.23,6738,138,935936,457,239.27375474000002,3.186404228210449,0.0003,0.05185546875,-0.0020671231133746913,0.9426784925162792,-0.40880416333675385,0.2,0.003065467,4560,11.528658953309058,,
332.64,6747,139,937984,458,239.65939902000002,24.808168411254883,0.0003,0.02685546875,-4.440104094101116e-05,0.741553544998169,-0.4579685484990478,0.2,0.0031876103,4570,48.96444185525179,,
333.31,6756,139,940032,459,238.62259844999997,5.932676792144775,0.0003,0.06396484375,-0.0014440325081523041,0.9183034673333168,-0.43452457524836063,0.2,0.006079913,4580,13.641006392985583,,
331.26,6765,139,942080,460,237.02913989999996,3.8171775341033936,0.0003,0.05615234375,-0.0003495111712254584,0.9358015954494476,-0.4525810033082962,0.2,0.004260038,4590,12.356660026311875,,
329.46,6775,139,944128,461,238.53794713,10.39178466796875,0.0003,0.04521484375,-0.0024435493862256406,0.9138780012726784,-0.4595761592499912,0.2,0.0064513744,4600,13.869573376327754,,
330.6,6784,139,946176,462,239.44209321000002,1.6487624645233154,0.0003,0.04501953125,0.0002870545533369295,0.9456488788127899,-0.45765991397202016,0.2,0.0039815167,4610,9.280182968080045,,
333.64,6794,139,948224,463,241.06148958999998,5.165984153747559,0.0003,0.045947265625,-0.0017416839189536403,0.8991865888237953,-0.43894186997786167,0.2,0.0042063743,4620,16.419173453003168,,
338.21,6804,139,950272,464,240.29587517,23.680971145629883,0.0003,0.025048828125,-0.002228600258968072,0.8251538872718811,-0.31789492852985857,0.2,0.0035298758,4630,47.30485243946314,,
338.12,6813,139,952320,465,239.10911933000006,14.681145668029785,0.0003,0.02939453125,-0.0007963509007822723,0.8125596344470978,-0.4194419402629137,0.2,0.0040648477,4640,25.414796251803637,,
333.93,6821,139,954368,466,240.47090592999996,7.945635795593262,0.0003,0.03505859375,-0.0009198001927870792,0.8945205360651016,-0.42754916194826365,0.2,0.003456508,4650,18.46349441707134,,
333.92,6831,140,956416,467,241.3819504,9.393404006958008,0.0003,0.04345703125,-0.0006957513804081827,0.9385671764612198,-0.4250281021930277,0.2,0.0038111866,4660,11.681299981102347,,
332.81,6839,140,958464,468,242.47403591000003,9.168960571289062,0.0003,0.030322265625,-0.001305010537180351,0.8670521676540375,-0.38584640333428977,0.2,0.0038370388,4670,27.442039999365807,,
331.64,6848,140,960512,469,242.64433276,3.7646708488464355,0.0003,0.059228515625,-0.001581993703621265,0.7556931674480438,-0.4465951628983021,0.2,0.007986838,4680,51.3892586171627,,
332.71,6861,140,962560,470,241.39610326000002,3.8861069679260254,0.0003,0.036865234375,-0.0007679868474951945,0.8954247310757637,-0.401892333664,0.2,0.0028493465,4690,15.117862178385257,,
334.54,6875,140,964608,471,241.81926051000002,9.006013870239258,0.0003,0.0427734375,-0.0011704680466209539,0.8846982344985008,-0.43510096073150634,0.2,0.005640343,4700,17.599563728272916,,
333.83,6887,140,966656,472,240.98823368,16.708410263061523,0.0003,0.03984375,-0.0011667491518892348,0.9205752685666084,-0.3888935375958681,0.2,0.004499018,4710,15.677486457675695,,
333.39,6896,140,968704,473,241.15406813,98.81060791015625,0.0003,0.04130859375,-0.0005085722244984936,0.2953597903251648,-0.4334297855384648,0.2,0.0046589067,4720,200.24968604147435,,
337.34,6906,140,970752,474,242.81872713,5.79036808013916,0.0003,0.022705078125,-0.002553611936309608,0.7700026631355286,-0.4256899893283844,0.2,0.0040466497,4730,29.833129394054414,,
335.57,6916,140,972800,475,241.77139533999997,17.231508255004883,0.0003,0.01298828125,-0.0008928561706852634,0.8294662088155746,-0.38182191671803595,0.2,0.0027902066,4740,44.23512905240059,,
341.78,6926,140,974848,476,237.54184075000003,5.39019250869751,0.0003,0.034765625,-0.0014735191947693239,0.8274743556976318,-0.4263793802820146,0.2,0.0047003925,4750,28.309288953244685,,
342.84,6935,140,976896,477,237.36942207000004,4.959406852722168,0.0003,0.037548828125,-0.0019281704735476524,0.7137357592582703,-0.3586147270165384,0.2,0.004572344,4760,98.2610429033637,,
344.46,6944,140,978944,478,233.47935998,36.984580993652344,0.0003,0.019970703125,-0.001651270292859408,0.8444165140390396,-0.3524591600056738,0.2,0.0027415692,4770,69.417868450284,,
341.39,6954,141,980992,479,232.10128895999998,83.02213287353516,0.0003,0.037060546875,-0.0019886355541530064,0.6478865742683411,-0.43860616935417057,0.2,0.0049612895,4780,99.29172837883235,,
333.5,6963,141,983040,480,233.52563449000004,9.483036041259766,0.0003,0.05654296875,-0.0030260723244282415,0.8053955584764481,-0.4220234419219196,0.2,0.005321687,4790,69.30636731386184,,
331.94,6972,141,985088,481,235.08823631999996,4.317727088928223,0.0003,0.06484375,-0.0016344607851351612,0.8835662454366684,-0.41757072918117044,0.2,0.00773214,4800,17.957318074256182,,
332.0,6981,141,987136,482,234.75006360999993,8.530840873718262,0.0003,0.061181640625,-0.0002544790739193559,0.9213726371526718,-0.4224856272339821,0.2,0.0067233546,4810,12.384920536726714,,
330.44,6989,141,989184,483,233.04208239999997,8.949070930480957,0.0003,0.027587890625,-0.0016884601129277144,0.8198258578777313,-0.3922409008257091,0.2,0.0024707287,4820,41.2041052415967,,
329.19,6997,141,991232,484,232.14404119999995,7.688107013702393,0.0003,0.049951171875,-0.0026759964013763236,0.7178153991699219,-0.4225949197076261,0.2,0.0020308513,4830,80.43809139430523,,
329.44,7006,141,993280,485,231.53818966,13.91671371459961,0.0003,0.04287109375,-0.0020737609556817915,0.5370694696903229,-0.407551534101367,0.2,0.004448343,4840,112.27794105410575,,
328.81,7016,141,995328,486,232.61493774,3.8008644580841064,0.0003,0.053466796875,-0.0005198725226364332,0.9324973076581955,-0.4132600504904985,0.2,0.0048566186,4850,11.13732364922762,,
325.77,7025,141,997376,487,232.42683699999995,2.9443256855010986,0.0003,0.058154296875,-0.002464777936984319,0.9130494818091393,-0.41322946101427077,0.2,0.004984219,4860,13.935420586913825,,
326.24,7033,142,999424,488,236.94042355000002,6.584323883056641,0.0003,0.05068359375,-0.002126043921452947,0.936399832367897,-0.4156774231232703,0.2,0.003943694,4870,12.54742648601532,,
,,,1000000,,,1.7379558086395264,0.0003,0.057177734375,-0.0008791610431217123,0.934287816286087,-0.42347904564812777,0.2,0.0064654,4880,12.340235633403063,315.4,271.249835223456
323.35,7045,142,1001472,489,236.27931340000004,,,,,,,,,,,,
323.37,7054,142,1003520,490,236.30725391,6.844185829162598,0.0003,0.0650390625,-0.00707959406208829,0.7265040278434753,-0.38830805802717805,0.2,0.0067511736,4890,30.253776683658362,,
324.73,7063,142,1005568,491,239.53868027999997,2.193188190460205,0.0003,0.059814453125,-0.003857463575695874,0.9306668043136597,-0.40920379385352135,0.2,0.004909155,4900,9.743679036200046,,
315.89,7073,142,1007616,492,241.48426132000003,1.8021941184997559,0.0003,0.03447265625,-0.0011331407586112618,0.9264960885047913,-0.3916843133978546,0.2,0.0029235743,4910,9.52990151271224,,
312.59,7081,142,1009664,493,245.23256073000002,2.7760472297668457,0.0003,0.040673828125,-0.000832284025818808,0.9182288572192192,-0.40423068068921564,0.2,0.0029782539,4920,10.669422814249993,,
314.11,7089,142,1011712,494,246.47250529000004,3.6104719638824463,0.0003,0.04296875,-0.0022549785047885963,0.9257660359144211,-0.4071764160878956,0.2,0.0037378743,4930,10.102966071665287,,
314.35,7099,142,1013760,495,247.35264057,5.7519025802612305,0.0003,0.058056640625,-0.00186201800534036,0.9346108585596085,-0.4044916180893779,0.2,0.0048404066,4940,11.217256593704224,,
313.18,7108,142,1015808,496,247.57247565,4.654090404510498,0.0003,0.0533203125,-0.0014859698501823004,0.9415447190403938,-0.3992140041664243,0.2,0.0048684077,4950,9.964581291377545,,
312.35,7117,143,1017856,497,249.27711308000002,1.8725824356079102,0.0003,0.050830078125,-0.0025840240137767977,0.8929507657885551,-0.41921686474233866,0.2,0.0033535804,4960,12.981850950419902,,
311.43,7125,143,1019904,498,249.34714918999998,6.213290214538574,0.0003,0.04267578125,-0.002257652896514628,0.9198052361607552,-0.403335431125015,0.2,0.0039256928,4970,11.331012764573098,,
309.49,7134,143,1021952,499,249.79066035,10.561769485473633,0.0003,0.0798828125,-0.0035524372524378123,0.5617305636405945,-0.455302192363888,0.2,0.006386072,4980,105.59178826808929,,
312.24,7143,143,1024000,500,251.98985672999996,4.21848201751709,0.0003,0.05078125,-0.0026983935815223957,0.9309221431612968,-0.42139091482385993,0.2,0.006041657,4990,10.245668151974678,,
314.31,7152,143,1026048,501,251.63250906000002,10.075784683227539,0.0003,0.03828125,-0.0020238500103005206,0.857471153140068,-0.4279198290780187,0.2,0.004223136,5000,16.316856809705495,,
328.0,7163,143,1028096,502,248.45275686999997,6.021401882171631,0.0003,0.048828125,-0.0022542318532941864,0.7794400751590729,-0.4277735994197428,0.2,0.006757739,5010,32.98682647049427,,
328.66,7172,143,1030144,503,247.64547162,6.464047908782959,0.0003,0.05908203125,-0.0011728218581993134,0.8205720484256744,-0.5315114021301269,0.2,0.0058817104,5020,10.078621000796556,,
329.74,7180,143,1032192,504,247.70187165,7.675300598144531,0.0003,0.042041015625,-0.0026552892668405548,0.8758353814482689,-0.4333427682518959,0.2,0.0053837467,5030,16.000188215076925,,
330.14,7189,143,1034240,505,246.35444671999994,12.715657234191895,0.0003,0.02333984375,-0.0007092296385962982,0.7343249917030334,-0.38019777126610277,0.2,0.0023555006,5040,41.321539206057786,,
329.36,7199,143,1036288,506,246.44421652999995,109.2018814086914,0.0003,0.051904296875,-0.0028333065813058054,0.5226226150989532,-0.4022231278941035,0.2,0.00534785,5050,102.83387968838215,,
349.58,7211,143,1038336,507,242.20215983000003,2.725590467453003,0.0003,0.04443359375,-0.002711960088345222,0.9810811895877123,-0.608947248198092,0.2,0.0035871994,5060,8.25764728412032,,
346.88,7220,144,1040384,508,242.59444714,20.878273010253906,0.0003,0.106884765625,-0.009654972644057125,0.9496807418763638,-0.4774157090112567,0.2,0.020859627,5070,64.27687338739634,,
347.5,7229,144,1042432,509,240.97410685999995,16.387678146362305,0.0003,0.045751953125,-0.0015671595196181443,0.8586421757936478,-0.417222239729017,0.2,0.0038005584,5080,16.127945117652416,,
346.74,7238,144,1044480,510,240.37404331,15.47156810760498,0.0003,0.04052734375,-0.003865768242394552,0.8181877434253693,-0.3451398391276598,0.2,0.007897522,5090,73.80072153508664,,
347.09,7246,144,1046528,511,240.17616877,4.350978374481201,0.0003,0.05849609375,-0.0023238963200128636,0.8935994580388069,-0.4145058843307197,0.2,0.004766292,5100,13.417405858635902,,
343.63,7255,144,1048576,512,239.43585598,5.831164360046387,0.0003,0.06259765625,-0.0022535552852787077,0.8510352820158005,-0.38474416388198734,0.2,0.004769395,5110,15.917916016280651,,
342.8,7265,144,1050624,513,238.79228495000004,6.33096170425415,0.0003,0.049755859375,-0.001292031969933305,0.8452185094356537,-0.41702498430386187,0.2,0.005771059,5120,19.588361562043428,,
342.23,7274,144,1052672,514,238.72954879000005,5.953852653503418,0.0003,0.04248046875,-0.0017904346619616262,0.8605774939060211,-0.39264353904873134,0.2,0.0051707947,5130,17.57559104114771,,
356.29,7283,144,1054720,515,239.29327836999997,8.113103866577148,0.0003,0.05615234375,-0.000325722496927483,0.9748132489621639,-0.46225747987627985,0.2,0.008488677,5140,13.651155482232571,,
358.7,7292,144,1056768,516,238.37882057,27.921348571777344,0.0003,0.1048828125,-0.007569591025821864,0.8212441951036453,-0.34992094901390375,0.2,0.019519974,5150,83.76005177497863,,
359.24,7300,145,1058816,517,237.85651017,9.488390922546387,0.0003,0.034765625,-0.0010759912125649861,0.780044823884964,-0.3673933871556073,0.2,0.002992576,5160,24.658919087052347,,
368.73,7310,145,1060864,518,233.60436074,15.530315399169922,0.0003,0.016015625,-0.0008826621604384854,0.8530023992061615,-0.3462878333870322,0.2,0.001757372,5170,37.3818892121315,,
351.63,7319,145,1062912,519,236.30915096999993,39.26731872558594,0.0003,0.030419921875,-0.002135043615999166,0.8450659364461899,-0.507340728957206,0.2,0.0031745275,5180,99.16072184741498,,
351.58,7329,145,1064960,520,236.90054193,5.894846439361572,0.0003,0.0478515625,-0.002041301564895548,0.8179075568914413,-0.41575864879414437,0.2,0.0045049405,5190,23.657713379710913,,
378.37,7342,145,1067008,521,230.56759779,11.0769624710083,0.0003,0.060107421875,-0.002301384715246968,0.9532951898872852,-0.5942078275606036,0.2,0.019643195,5200,10.084706374257802,,
378.66,7350,145,1069056,522,230.14832707999997,1.497931957244873,0.0003,0.168603515625,-0.002799389358551707,0.9857510626316071,-0.5452797926962376,0.2,0.014548582,5210,6.449309574067593,,
375.81,7359,145,1071104,523,231.64049611000007,4.658853054046631,0.0003,0.050927734375,-0.0014503738362691364,0.851248636841774,-0.3734824490733445,0.2,0.0036244337,5220,29.3662681594491,,
354.67,7367,145,1073152,524,236.93495011000007,3.984450578689575,0.0003,0.0361328125,-2.4202713393606246e-05,0.7989953905344009,-0.37951008989475665,0.2,0.006407853,5230,39.19490513801575,,
353.7,7375,145,1075200,525,234.16027925999998,4.984267711639404,0.0003,0.02958984375,-0.0011746356387448032,0.9100135862827301,-0.36673985067754983,0.2,0.0034711286,5240,11.916260540485382,,
352.03,7384,145,1077248,526,234.84473312000003,19.67864418029785,0.0003,0.0330078125,-0.0010343447414925323,0.7193484604358673,-0.3410060685593635,0.2,0.00369359,5250,109.26759252548217,,
353.67,7393,145,1079296,527,238.86902379000003,7.229442596435547,0.0003,0.070166015625,-0.0023084788626874797,0.9419791512191296,-0.40954102808609605,0.2,0.005826096,5260,10.371213687211275,,
353.49,7402,146,1081344,528,235.49908612000002,2.178816795349121,0.0003,0.04931640625,-0.0011440412359661422,0.9443676434457302,-0.377162014786154,0.2,0.005166183,5270,9.310238125920296,,
353.22,7411,146,1083392,529,232.36895354,26.449050903320312,0.0003,0.019775390625,-0.0006376658802764723,0.7571017742156982,-0.3677700486034155,0.2,0.0023619742,5280,61.459094010293484,,
351.75,7419,146,1085440,530,231.10481098,7.0268754959106445,0.0003,0.037841796875,-0.003075312630971894,0.8649180680513382,-0.39737246120348574,0.2,0.003287165,5290,23.794510540366172,,
335.63,7428,146,1087488,531,229.85961231999997,7.505521297454834,0.0003,0.0443359375,0.0007918558916571783,0.9365963935852051,-0.3698103356175125,0.2,0.004851565,5300,29.144175992906092,,
333.63,7436,146,1089536,532,230.41950256,2.5152220726013184,0.0003,0.055615234375,-0.0029156127697206103,0.9591057449579239,-0.38944479478523136,0.2,0.0059574638,5310,16.69681383892894,,
330.64,7445,146,1091584,533,231.54006657,3.2711610794067383,0.0003,0.075244140625,-0.0019922621177101973,0.9413475133478642,-0.40029900446534156,0.2,0.0060642157,5320,8.054159047454595,,
329.01,7456,146,1093632,534,231.51296409000003,2.3150320053100586,0.0003,0.05595703125,-0.0012310048114159144,0.9411728493869305,-0.3962051424197853,0.2,0.006559929,5330,10.216819083690643,,
345.47,7469,146,1095680,535,231.57315391999998,2.0562925338745117,0.0003,0.201904296875,-0.007127519330242649,0.9668530821800232,-0.6077685406431556,0.2,0.014999166,5340,16.21393024623394,,
343.56,7479,146,1097728,536,232.38220377000002,1.0576680898666382,0.0003,0.1716796875,-0.0032930811037658715,0.9841668587177992,-0.5203035801649094,0.2,0.01364487,5350,8.46192179210484,,
321.95,7489,146,1099776,537,237.09711495000002,5.678934097290039,0.0003,0.04638671875,-0.002699567091622157,0.8854565471410751,-0.3636564391665161,0.2,0.004856888,5360,13.53581399768591,,
,,,1100000,,,32.089019775390625,0.0003,0.136572265625,-0.0064141781542275565,0.9386815801262856,-0.4739101054146886,0.2,0.009384381,5370,60.2935354501009,407.8,179.67085920605626
320.17,7504,146,1101824,538,237.05410743000004,,,,,,,,,,,,
320.39,7512,146,1103872,539,239.13135104,7.445740699768066,0.0003,0.054443359375,-0.004631890343443956,0.7986755669116974,-0.37947683734819293,0.2,0.0065409075,5380,16.692639569193126,,
317.22,7521,147,1105920,540,237.49502918,2.3963913917541504,0.0003,0.049609375,-0.0026851959759369493,0.8929187282919884,-0.3840172410942614,0.2,0.005594778,5390,12.510425517708063,,
