time/time_elapsed,time/total_timesteps,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/exploration_rate,train/learning_rate,train/loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
1557,423049,271,1252,358.06,-7.15652723,0.05,0.0001,1.4619603157043457,93262,,
1558,424166,272,1256,352.86,-10.722502390000002,0.05,0.0001,0.9064090847969055,93541,,
1560,425358,272,1260,348.87,-13.353058699999998,0.05,0.0001,0.4240455627441406,93839,,
1562,426558,273,1264,343.49,-15.287857499999998,0.05,0.0001,0.6053571105003357,94139,,
1564,427972,273,1268,344.09,-14.96833806,0.05,0.0001,0.9557863473892212,94492,,
1567,429578,274,1272,338.96,-16.804273789999996,0.05,0.0001,0.2691801190376282,94894,,
1571,430919,274,1276,335.28,-23.346615739999994,0.05,0.0001,0.814911961555481,95229,,
1585,432199,272,1280,334.61,-22.92431177,0.05,0.0001,2.157388210296631,95549,,
1587,433126,272,1284,326.85,-27.20721978,0.05,0.0001,0.3189857304096222,95781,,
1591,434640,273,1288,329.8,-24.918650770000003,0.05,0.0001,1.575840711593628,96159,,
1592,435808,273,1292,326.86,-30.297905729999993,0.05,0.0001,0.4693130552768707,96451,,
1594,437164,274,1296,321.99,-30.242608829999998,0.05,0.0001,4.564000129699707,96790,,
1597,438570,274,1300,324.02,-30.775100450000004,0.05,0.0001,0.37003761529922485,97142,,
1599,439950,274,1304,323.12,-26.621824239999995,0.05,0.0001,1.6714215278625488,97487,,
1604,442167,275,1308,331.88,-22.85369726,0.05,0.0001,8.57939624786377,98041,,
1608,443984,276,1312,334.48,-24.15425467,0.05,0.0001,0.255819171667099,98495,,
1610,445230,276,1316,337.47,-20.337413189999996,0.05,0.0001,0.2581113576889038,98807,,
1612,446400,276,1320,337.15,-20.179992719999994,0.05,0.0001,0.4583194851875305,99099,,
1615,447947,277,1324,339.53,-16.302420870000002,0.05,0.0001,0.7728911638259888,99486,,
1616,448688,277,1328,334.53,-16.03202842,0.05,0.0001,0.625381350517273,99671,,
1619,450189,277,1332,337.65,-13.440032699999996,0.05,0.0001,0.9136018753051758,100047,,
1621,451203,278,1336,330.16,-14.75976419,0.05,0.0001,0.2685459554195404,100300,,
1624,452599,278,1340,332.46,-12.505536419999999,0.05,0.0001,0.447081983089447,100649,,
1626,453813,279,1344,334.34,-11.88887089,0.05,0.0001,0.5814133882522583,100953,,
1627,454998,279,1348,333.53,-11.460824800000001,0.05,0.0001,0.43899163603782654,101249,,
1629,456096,279,1352,330.47,-7.72492718,0.05,0.0001,0.3055378794670105,101523,,
1631,457280,280,1356,331.14,-7.728511349999999,0.05,0.0001,1.9018843173980713,101819,,
1633,458453,280,1360,330.95,-4.072779270000001,0.05,0.0001,3.471993923187256,102113,,
1634,459665,281,1364,331.07,-0.5176188499999995,0.05,0.0001,0.7624648213386536,102416,,
1636,460723,281,1368,327.51,-2.1910103100000002,0.05,0.0001,0.5670134425163269,102680,,
1639,462218,281,1372,326.4,-1.53912053,0.05,0.0001,1.2758556604385376,103054,,
1642,464079,282,1376,331.6,-1.0896001799999986,0.05,0.0001,0.33833467960357666,103519,,
1644,465400,282,1380,332.01,1.9095488400000007,0.05,0.0001,0.7779110074043274,103849,,
1646,466943,283,1384,338.17,10.938623550000003,0.05,0.0001,0.26037031412124634,104235,,
1657,467908,282,1388,332.68,8.347545250000001,0.05,0.0001,0.3676765263080597,104476,,
1661,468872,282,1392,330.64,8.240472470000004,0.05,0.0001,0.8315518498420715,104717,,
1663,469837,282,1396,326.73,6.267354590000002,0.05,0.0001,1.5672850608825684,104959,,
1664,470735,282,1400,321.65,5.32003756,0.05,0.0001,0.5734796524047852,105183,,
1668,471855,282,1404,319.05,0.113952990000001,0.05,0.0001,0.23400366306304932,105463,,
1669,472711,283,1408,305.44,-2.44330071,0.05,0.0001,0.8780572414398193,105677,,
1672,474289,283,1412,303.05,-4.56199322,0.05,0.0001,0.7638092637062073,106072,,
1674,475613,283,1416,303.83,-4.744603279999999,0.05,0.0001,0.4973556399345398,106403,,
1675,476490,284,1420,300.9,-2.941760749999999,0.05,0.0001,3.1146416664123535,106622,,
1679,477557,284,1424,296.1,-5.801143679999999,0.05,0.0001,0.24983566999435425,106889,,
1682,478913,284,1428,302.25,-3.2434595499999994,0.05,0.0001,3.3693833351135254,107228,,
1685,480032,284,1432,298.43,-1.9774611899999985,0.05,0.0001,0.39297497272491455,107507,,
1688,481247,284,1436,300.44,0.9938504300000011,0.05,0.0001,1.955469012260437,107811,,
1690,482239,285,1440,296.4,2.7817601299999994,0.05,0.0001,0.8300396203994751,108059,,
1694,483588,285,1444,297.75,4.558854370000001,0.05,0.0001,0.9896179437637329,108396,,
1697,484927,285,1448,299.29,6.427065659999999,0.05,0.0001,0.1876678615808487,108731,,
1699,486121,286,1452,300.25,5.747269589999999,0.05,0.0001,1.4635939598083496,109030,,
1700,487140,286,1456,298.6,5.66936518,0.05,0.0001,1.1143401861190796,109284,,
1702,488079,286,1460,296.26,2.9638803099999995,0.05,0.0001,0.5732558965682983,109519,,
1704,489295,287,1464,296.3,3.1448196699999973,0.05,0.0001,0.7633378505706787,109823,,
1706,490356,287,1468,296.33,5.8125679299999975,0.05,0.0001,0.6622547507286072,110088,,
1708,491682,287,1472,294.64,3.44238843,0.05,0.0001,0.4085446298122406,110420,,
1710,492938,288,1476,288.59,3.5483753499999993,0.05,0.0001,0.30505576729774475,110734,,
1713,494353,288,1480,289.53,-0.07360658999999999,0.05,0.0001,0.27479732036590576,111088,,
1716,495901,288,1484,289.58,-6.46994193,0.05,0.0001,1.1277962923049927,111475,,
1719,497586,289,1488,296.78,-1.4443758400000015,0.05,0.0001,0.2321256399154663,111896,,
1733,499494,288,1492,306.22,0.08939468999999577,0.05,0.0001,0.3216310739517212,112373,,
,500000,,,,,0.05,0.0001,0.2853085994720459,112499,67.89650556616525,320.0
1737,501037,288,1496,312.0,2.491291299999996,0.05,0.0001,11.76148796081543,112759,,
1739,502164,288,1500,314.29,0.2433847899999978,0.05,0.0001,2.0927789211273193,113040,,
1741,503545,289,1504,316.9,7.9452002199999985,0.05,0.0001,0.6857251524925232,113386,,
1743,504939,289,1508,322.28,9.681552219999997,0.05,0.0001,0.5011190176010132,113734,,
1745,506227,289,1512,319.38,11.341015509999995,0.05,0.0001,0.3670598864555359,114056,,
1749,508028,290,1516,324.15,15.155831330000002,0.05,0.0001,0.6771188974380493,114506,,
1750,509082,290,1520,325.92,14.08019643,0.05,0.0001,0.2697392702102661,114770,,
1752,510251,291,1524,326.94,14.370653469999993,0.05,0.0001,0.34879031777381897,115062,,
1754,511359,291,1528,324.46,13.422189509999999,0.05,0.0001,0.4284975230693817,115339,,
1756,512685,291,1532,326.53,15.92434773,0.05,0.0001,0.34492960572242737,115671,,
1761,514080,291,1536,328.33,20.98948617,0.05,0.0001,0.6898279786109924,116019,,
1765,515754,292,1540,335.15,22.865215029999998,0.05,0.0001,0.8000391721725464,116438,,
1768,516975,292,1544,333.87,24.882935350000004,0.05,0.0001,0.46706297993659973,116743,,
1770,518080,292,1548,331.53,26.07809718,0.05,0.0001,0.47301235795021057,117019,,
1772,519059,292,1552,329.38,23.259026970000004,0.05,0.0001,0.4690523147583008,117264,,
1774,520213,293,1556,330.73,26.569958940000006,0.05,0.0001,0.6722574234008789,117553,,
1777,521172,293,1560,330.93,27.406691680000005,0.05,0.0001,0.3916587829589844,117792,,
1780,522422,293,1564,331.27,30.41913565,0.05,0.0001,4.801599025726318,118105,,
1784,523671,293,1568,333.15,31.475756059999995,0.05,0.0001,0.2858555018901825,118417,,
1785,524834,293,1572,331.52,31.640666180000007,0.05,0.0001,1.1334712505340576,118708,,
1788,525938,294,1576,330.0,31.250984609999996,0.05,0.0001,0.2134023755788803,118984,,
1791,527427,294,1580,330.74,31.06632767,0.05,0.0001,0.35125911235809326,119356,,
1792,528486,294,1584,325.85,28.189704310000003,0.05,0.0001,0.8090779781341553,119621,,
1794,529546,295,1588,319.6,26.3968824,0.05,0.0001,0.7058387994766235,119886,,
1806,531226,294,1592,317.32,31.39579055,0.05,0.0001,0.12858453392982483,120306,,
1808,532500,294,1596,314.63,29.673234779999998,0.05,0.0001,0.5540006160736084,120624,,
1809,533551,294,1600,313.87,30.464798579999997,0.05,0.0001,2.119612455368042,120887,,
1811,534523,295,1604,309.78,21.912872089999993,0.05,0.0001,0.3839990496635437,121130,,
1813,535992,295,1608,310.53,25.099580659999994,0.05,0.0001,0.9324076175689697,121497,,
1815,537626,296,1612,313.99,24.20426957999999,0.05,0.0001,0.3919740319252014,121906,,
1818,539168,296,1616,311.4,25.27014894,0.05,0.0001,0.7026903629302979,122291,,
1820,540381,296,1620,312.99,27.99582706,0.05,0.0001,0.49115633964538574,122595,,
1821,541339,297,1624,310.88,28.34387313,0.05,0.0001,2.0051846504211426,122834,,
1823,542608,297,1628,312.49,32.21589874000001,0.05,0.0001,0.3474835157394409,123151,,
1824,543656,297,1632,309.71,30.264941680000003,0.05,0.0001,0.4448729455471039,123413,,
1827,545389,298,1636,313.09,27.087129469999994,0.05,0.0001,0.7885061502456665,123847,,
1829,546603,298,1640,308.49,24.338274520000006,0.05,0.0001,1.2757238149642944,124150,,
1830,547842,299,1644,308.67,20.407642759999998,0.05,0.0001,4.9404616355896,124460,,
1833,549379,299,1648,312.99,21.43845222,0.05,0.0001,0.3648879826068878,124844,,
1835,550762,300,1652,317.03,25.041336719999993,0.05,0.0001,0.8808792233467102,125190,,
1839,552781,300,1656,325.68,25.385148879999996,0.05,0.0001,0.35019123554229736,125695,,
1842,554430,300,1660,332.58,33.5665251,0.05,0.0001,0.379804790019989,126107,,
1844,555927,301,1664,335.05,33.5230234,0.05,0.0001,1.2071952819824219,126481,,
1845,556884,301,1668,332.13,30.208971229999996,0.05,0.0001,0.2686368227005005,126720,,
1850,558437,301,1672,336.03,32.156505779999996,0.05,0.0001,1.6346840858459473,127109,,
1854,560083,302,1676,341.45,35.8977071,0.05,0.0001,1.1506237983703613,127520,,
1855,561131,302,1680,337.04,37.72081075,0.05,0.0001,0.17626281082630157,127782,,
1858,562919,302,1684,344.33,43.15245202999999,0.05,0.0001,0.43407928943634033,128229,,
1860,564269,303,1688,347.23,42.18730875,0.05,0.0001,1.0708856582641602,128567,,
1862,565254,303,1692,340.28,38.86000425,0.05,0.0001,0.33424684405326843,128813,,
1864,566491,303,1696,339.91,41.720643329999994,0.05,0.0001,0.5541187524795532,129122,,
1867,567677,304,1700,341.26,44.66107195000001,0.05,0.0001,0.31225988268852234,129419,,
1885,569741,302,1704,352.18,52.38805558,0.05,0.0001,0.30991315841674805,129935,,
1889,571680,302,1708,356.88,50.961724440000005,0.05,0.0001,1.0676075220108032,130419,,
1892,573452,302,1712,358.26,56.86091219,0.05,0.0001,0.3689124584197998,130862,,
1894,574751,303,1716,355.83,48.535860819999996,0.05,0.0001,0.44011563062667847,131187,,
1896,576019,303,1720,356.38,48.62368815000001,0.05,0.0001,1.3165429830551147,131504,,
1902,579121,304,1724,377.82,53.41407212,0.05,0.0001,0.30184125900268555,132280,,
1905,581118,305,1728,385.1,53.01194996,0.05,0.0001,1.5962344408035278,132779,,
1908,582855,305,1732,391.99,54.41644016,0.05,0.0001,0.4743894338607788,133213,,
1913,585012,305,1736,396.23,53.63686673000001,0.05,0.0001,0.40713125467300415,133752,,
1916,587080,306,1740,404.77,55.440299880000005,0.05,0.0001,0.3010689616203308,134269,,
1920,589117,306,1744,412.75,60.94542535000001,0.05,0.0001,1.4431484937667847,134779,,
1924,591412,307,1748,420.33,64.79885127,0.05,0.0001,0.3022085726261139,135352,,
1927,593444,307,1752,426.82,65.91816876,0.05,0.0001,1.452632188796997,135860,,
1930,595025,308,1756,422.44,68.56575369000001,0.05,0.0001,0.3425750434398651,136256,,
1933,596879,308,1760,424.49,65.55719706000001,0.05,0.0001,0.5556082725524902,136719,,
,600000,,,,,0.05,0.0001,3.8166561126708984,137499,146.63789389169102,516.6
1957,600726,306,1764,447.99,62.82437787999999,0.05,0.0001,2.601318836212158,137681,,
1961,602897,307,1768,460.13,66.72983774,0.05,0.0001,3.2912464141845703,138224,,
1968,605833,307,1772,473.96,63.373015429999995,0.05,0.0001,0.32231274247169495,138958,,
1973,608539,308,1776,484.56,57.572376779999985,0.05,0.0001,0.7467367649078369,139634,,
1977,610715,308,1780,495.84,51.397618920000006,0.05,0.0001,0.4017401933670044,140178,,
1988,614532,309,1784,516.13,54.38294015,0.05,0.0001,0.3031942844390869,141132,,
1993,617381,309,1788,531.12,60.10734915,0.05,0.0001,0.473736047744751,141845,,
1999,620782,310,1792,555.28,65.79914088,0.05,0.0001,0.9209993481636047,142695,,
2004,623294,310,1796,568.03,68.97985044,0.05,0.0001,0.4073539972305298,143323,,
2008,625392,311,1800,577.15,76.17609911000001,0.05,0.0001,0.4525996148586273,143847,,
2011,627352,311,1804,576.11,75.84807555,0.05,0.0001,1.0208290815353394,144337,,
2028,630977,311,1808,592.97,79.01571502,0.05,0.0001,1.3673813343048096,145244,,
2034,634312,311,1812,608.6,79.62802824,0.05,0.0001,0.341721773147583,146077,,
2040,637077,312,1816,623.26,85.87848561000001,0.05,0.0001,1.6847319602966309,146769,,
2049,640656,312,1820,646.37,89.90656993,0.05,0.0001,0.3864160478115082,147663,,
2060,644780,312,1824,656.59,91.72012647,0.05,0.0001,0.40910476446151733,148694,,
2065,647284,313,1828,661.66,93.59831110999998,0.05,0.0001,1.9541549682617188,149320,,
2082,652312,313,1832,694.57,92.79937128999998,0.05,0.0001,0.8939356803894043,150577,,
2110,659019,312,1836,740.07,88.80270979,0.05,0.0001,0.24241432547569275,152254,,
2123,664009,312,1840,769.29,86.59024593000002,0.05,0.0001,0.4485284686088562,153502,,
2147,671036,312,1844,819.19,76.72793609000001,0.05,0.0001,0.48416808247566223,155258,,
2174,676506,311,1848,850.94,66.29067965,0.05,0.0001,1.8126447200775146,156626,,
2242,688506,307,1852,950.62,46.066284030000006,0.05,0.0001,1.0109407901763916,159626,,
2320,697978,300,1856,1029.53,26.41202854,0.05,0.0001,1.4389923810958862,161994,,
,700000,,,,,0.05,0.0001,0.3863708972930908,162499,-291.1363923631878,2030.4
2466,710103,287,1860,1132.24,8.616946050000001,0.05,0.0001,0.5510452389717102,165025,,
2565,722103,281,1864,1213.77,-9.673426370000001,0.05,0.0001,0.5742786526679993,168025,,
2665,734103,275,1868,1312.06,-29.647803800000002,0.05,0.0001,0.45403826236724854,171025,,
2783,744007,267,1872,1381.74,-39.91860445999999,0.05,0.0001,0.5017246007919312,173501,,
2891,756007,261,1876,1474.68,-53.956829139999996,0.05,0.0001,3.4214115142822266,176501,,
2990,768007,256,1880,1572.92,-66.14818179,0.05,0.0001,0.47146081924438477,179501,,
3029,777052,256,1884,1625.2,-87.78368318000001,0.05,0.0001,0.2636706233024597,181762,,
3112,786020,252,1888,1686.39,-109.90562523,0.05,0.0001,0.3307376205921173,184004,,
3159,792126,250,1892,1713.44,-128.55612233,0.05,0.0001,0.4150593876838684,185531,,
,800000,,,,,0.05,0.0001,0.31929710507392883,187499,-383.2440971356729,2423.6
3268,804506,246,1896,1812.12,-154.25540628,0.05,0.0001,0.36435064673423767,188626,,
3315,810799,244,1900,1854.07,-177.06874582,0.05,0.0001,3.541646957397461,190199,,
3335,815472,244,1904,1881.2,-193.88174499000004,0.05,0.0001,0.5280925035476685,191367,,
3363,819834,243,1908,1888.57,-209.69125029000003,0.05,0.0001,0.45077934861183167,192458,,
3383,824908,243,1912,1905.96,-228.57236053999998,0.05,0.0001,0.2149144858121872,193726,,
3441,832551,241,1916,1954.74,-241.31939451,0.05,0.0001,0.34748154878616333,195637,,
3511,841596,239,1920,2009.4,-263.43674836,0.05,0.0001,0.45854440331459045,197898,,
3579,849478,237,1924,2046.98,-278.75264913,0.05,0.0001,4.123503684997559,199869,,
3630,857548,236,1928,2102.64,-295.80470691,0.05,0.0001,0.39627328515052795,201886,,
3717,868745,233,1932,2164.33,-317.04913174,0.05,0.0001,1.0316144227981567,204686,,
3761,875305,232,1936,2162.86,-325.47595777,0.05,0.0001,0.45434895157814026,206326,,
3791,881916,232,1940,2179.07,-338.2169804599999,0.05,0.0001,0.38424569368362427,207978,,
3822,887711,232,1944,2166.75,-339.0432580500001,0.05,0.0001,0.3826943337917328,209427,,
3870,896127,231,1948,2196.21,-345.09276097,0.05,0.0001,0.4501556158065796,211531,,
,900000,,,,,0.05,0.0001,0.4692891836166382,212499,-121.96829942187223,1586.0
3982,906000,227,1952,2174.94,-339.86210561000007,0.05,0.0001,0.539947509765625,213999,,
4004,912070,227,1956,2140.92,-330.62238336,0.05,0.0001,0.4582406282424927,215517,,
4084,921855,225,1960,2117.52,-329.37875564,0.05,0.0001,0.5778396725654602,217963,,
4161,931586,223,1964,2094.83,-323.76658964999996,0.05,0.0001,4.370187759399414,220396,,
4208,939370,223,1968,2052.67,-313.53631757000005,0.05,0.0001,0.8673979043960571,222342,,
4255,947081,222,1972,2030.74,-309.90975218999995,0.05,0.0001,0.4730357825756073,224270,,
4317,956851,221,1976,2008.44,-305.63546053,0.05,0.0001,1.328803300857544,226712,,
4396,968851,220,1980,2008.44,-307.19633512,0.05,0.0001,0.9443169236183167,229712,,
4427,973891,219,1984,1968.39,-293.90272232,0.05,0.0001,0.2755308151245117,230972,,
4481,983459,219,1988,1974.39,-289.32629876000004,0.05,0.0001,0.714160680770874,233364,,
4545,991312,218,1992,1991.86,-285.45608868,0.05,0.0001,0.3847503662109375,235327,,
4622,998404,215,1996,1938.98,-269.85293761,0.05,0.0001,2.161388635635376,237100,,
,1000000,,,,,0.05,0.0001,0.3587239384651184,237499,-407.48587933914314,3000.0
4758,1003893,210,2000,1930.94,-254.50113439999998,0.05,0.0001,0.3258169889450073,238473,,
4765,1006318,211,2004,1908.46,-234.94884667999997,0.05,0.0001,0.7146838903427124,239079,,
4801,1011159,210,2008,1913.25,-223.16514270999997,0.05,0.0001,0.16667619347572327,240289,,
4847,1018537,210,2012,1936.29,-215.92752183999997,0.05,0.0001,1.160323143005371,242134,,
4867,1022024,209,2016,1894.73,-201.37262516999996,0.05,0.0001,0.4117371141910553,243005,,
4880,1025349,210,2020,1837.53,-177.94952557999994,0.05,0.0001,0.4509304463863373,243837,,
4899,1028689,209,2024,1792.11,-160.90907154,0.05,0.0001,0.3274230360984802,244672,,
4954,1037055,209,2028,1795.07,-156.73334976,0.05,0.0001,0.4780728220939636,246763,,
4986,1043758,209,2032,1750.13,-141.16329701999996,0.05,0.0001,1.1664681434631348,248439,,
4992,1046268,209,2036,1709.63,-123.16321767,0.05,0.0001,0.1907798945903778,249066,,
5011,1050227,209,2040,1683.11,-106.14343589000002,0.05,0.0001,0.3881433606147766,250056,,
5028,1055598,209,2044,1678.87,-98.24037845000001,0.05,0.0001,0.3888489305973053,251399,,
5063,1062021,209,2048,1658.94,-89.33443591,0.05,0.0001,1.1257107257843018,253005,,
5069,1064569,210,2052,1585.69,-70.17839989000001,0.05,0.0001,0.4419727027416229,253642,,
5103,1071743,209,2056,1596.73,-71.18078577,0.05,0.0001,1.3033249378204346,255435,,
5108,1073811,210,2060,1519.56,-49.551636089999995,0.05,0.0001,0.5430307388305664,255952,,
5116,1077225,210,2064,1456.39,-31.829291649999988,0.05,0.0001,0.26556694507598877,256806,,
5122,1079874,210,2068,1405.04,-18.359739789999985,0.05,0.0001,0.3177173435688019,257468,,
5140,1084733,211,2072,1376.52,-9.004589919999995,0.05,0.0001,0.17969821393489838,258683,,
5162,1088447,210,2076,1315.96,7.5500148300000065,0.05,0.0001,0.21015048027038574,259611,,
5171,1091604,211,2080,1227.53,29.032552080000006,0.05,0.0001,0.37169599533081055,260400,,
5175,1093447,211,2084,1195.56,40.70236459000001,0.05,0.0001,1.371958613395691,260861,,
5182,1095995,211,2088,1125.36,60.287239790000015,0.05,0.0001,0.37677329778671265,261498,,
5189,1098549,211,2092,1072.37,76.11950804,0.05,0.0001,0.2920994758605957,262137,,
,1100000,,,,,0.05,0.0001,0.33643192052841187,262499,197.24656319701438,547.8
5205,1102134,211,2096,1037.3,86.72948928,0.05,0.0001,5.144652843475342,263033,,
5213,1104680,211,2100,1007.87,87.69607061999997,0.05,0.0001,0.23495659232139587,263669,,
5240,1108867,211,2104,1025.49,82.0128866,0.05,0.0001,0.2555472254753113,264716,,
5244,1111080,211,2108,999.21,88.34960163,0.05,0.0001,0.2594180107116699,265269,,
5249,1113155,212,2112,946.18,99.45763198,0.05,0.0001,7.371795654296875,265788,,
5257,1115892,212,2116,938.68,100.12406825000002,0.05,0.0001,0.5554002523422241,266472,,
5262,1118357,212,2120,930.08,100.70557749,0.05,0.0001,0.32986077666282654,267089,,
5267,1120787,212,2124,920.98,101.72803913,0.05,0.0001,1.7934505939483643,267696,,
5288,1125298,212,2128,882.43,108.7787154,0.05,0.0001,0.6482458114624023,268824,,
5293,1127377,212,2132,836.19,120.52995216,0.05,0.0001,0.36896103620529175,269344,,
5306,1129942,212,2136,836.74,117.54625664000001,0.05,0.0001,0.3888862133026123,269985,,
5318,1132873,212,2140,826.46,119.70298344000003,0.05,0.0001,4.605172157287598,270718,,
5325,1135271,213,2144,796.73,127.35127187000002,0.05,0.0001,0.17621615529060364,271317,,
5332,1137775,213,2148,757.54,135.92461295,0.05,0.0001,0.3205283284187317,271943,,
5342,1140753,213,2152,761.84,134.93231594,0.05,0.0001,0.5250424146652222,272688,,
5348,1142928,213,2156,711.85,148.54171469000002,0.05,0.0001,0.2722088694572449,273231,,
5353,1145159,213,2160,713.48,147.70744581,0.05,0.0001,0.18308156728744507,273789,,
5360,1147631,214,2164,704.06,149.98004758000002,0.05,0.0001,0.13629411160945892,274407,,
5364,1149425,214,2168,695.51,149.20659492999997,0.05,0.0001,0.7136780619621277,274856,,
5371,1151751,214,2172,670.18,154.24756344999997,0.05,0.0001,0.2821047306060791,275437,,
5390,1155047,214,2176,666.0,155.17011551,0.05,0.0001,0.31868720054626465,276261,,
5395,1157216,214,2180,656.12,160.13483101,0.05,0.0001,0.32495778799057007,276803,,
5405,1159810,214,2184,663.63,158.52024212999999,0.05,0.0001,0.135196253657341,277452,,
5415,1162455,214,2188,664.6,157.19300009,0.05,0.0001,0.4230871796607971,278113,,
5424,1166169,214,2192,676.2,154.45526098,0.05,0.0001,1.652018427848816,279042,,
5428,1168271,215,2196,661.37,157.44313724000003,0.05,0.0001,0.16144534945487976,279567,,
5435,1171551,215,2200,668.71,162.26450699,0.05,0.0001,0.22810876369476318,280387,,
5440,1173669,215,2204,648.02,165.47501997,0.05,0.0001,0.5952335000038147,280917,,
5444,1175744,215,2208,646.64,166.05146451000002,0.05,0.0001,0.42419400811195374,281435,,
5456,1177680,215,2212,645.25,168.50267104000002,0.05,0.0001,0.3094479739665985,281919,,
5461,1180211,216,2216,643.19,169.17042677,0.05,0.0001,0.14511340856552124,282552,,
5465,1182302,216,2220,639.45,168.20543499,0.05,0.0001,0.24077849090099335,283075,,
5468,1184171,216,2224,633.84,169.00273638,0.05,0.0001,0.982813835144043,283542,,
5476,1187452,216,2228,621.54,176.07395188,0.05,0.0001,0.2523674964904785,284362,,
5479,1189351,217,2232,619.74,176.63426128000003,0.05,0.0001,0.6294068694114685,284837,,
5482,1191199,217,2236,612.57,180.32254995000002,0.05,0.0001,0.36950042843818665,285299,,
5486,1193269,217,2240,603.96,182.59608218000002,0.05,0.0001,0.31663957238197327,285817,,
5489,1195059,217,2244,597.88,180.51054977,0.05,0.0001,0.31049761176109314,286264,,
5492,1196818,217,2248,590.43,183.18938039,0.05,0.0001,1.06290864944458,286704,,
5496,1199214,218,2252,584.61,182.26135066000003,0.05,0.0001,3.1550095081329346,287303,,
,1200000,,,,,0.05,0.0001,3.1262545585632324,287499,236.90004697430186,429.0
5501,1201301,218,2256,583.73,183.15609649,0.05,0.0001,0.8133942484855652,287825,,
5505,1203294,218,2260,581.35,183.44470700000002,0.05,0.0001,0.37920480966567993,288323,,
5509,1205580,218,2264,579.49,184.01985165999997,0.05,0.0001,0.2876470983028412,288894,,
5514,1207926,219,2268,585.01,185.97131515,0.05,0.0001,3.4809446334838867,289481,,
5526,1210100,218,2272,583.49,187.83850216000002,0.05,0.0001,0.39580634236335754,290024,,
5531,1212296,219,2276,572.49,189.96024494000002,0.05,0.0001,1.679704189300537,290573,,
5534,1214224,219,2280,570.08,190.70391266000001,0.05,0.0001,0.5638159513473511,291055,,
5539,1216391,219,2284,565.81,191.39592295999995,0.05,0.0001,1.05433988571167,291597,,
5542,1218340,219,2288,558.85,188.43487088000006,0.05,0.0001,0.3261297047138214,292084,,
5545,1220392,220,2292,542.23,189.41601133000003,0.05,0.0001,1.736979365348816,292597,,
5549,1222564,220,2296,542.93,189.20430579,0.05,0.0001,0.8151078224182129,293140,,
5555,1225784,220,2300,542.33,186.16136821000003,0.05,0.0001,1.0855035781860352,293945,,
5559,1227999,220,2304,543.3,188.07179098,0.05,0.0001,0.18472608923912048,294499,,
5563,1229873,221,2308,541.29,187.48079794,0.05,0.0001,0.2974259555339813,294968,,
5567,1231873,221,2312,541.93,187.53187283000003,0.05,0.0001,2.4358415603637695,295468,,
5571,1233996,221,2316,537.85,188.85621618000002,0.05,0.0001,0.24219080805778503,295998,,
5575,1236119,221,2320,538.17,191.45056036000003,0.05,0.0001,0.22020076215267181,296529,,
5578,1238160,221,2324,539.89,188.19348787,0.05,0.0001,0.3770465850830078,297039,,
5582,1240168,222,2328,527.16,190.17583331000003,0.05,0.0001,0.16894742846488953,297541,,
5599,1243318,222,2332,539.67,189.11222786,0.05,0.0001,0.2870967984199524,298329,,
5603,1245399,222,2336,542.0,188.89684734000005,0.05,0.0001,0.9672475457191467,298849,,
5607,1247569,222,2340,543.0,187.75199543,0.05,0.0001,0.21607039868831635,299392,,
5611,1249377,222,2344,543.18,187.72290342,0.05,0.0001,0.5637991428375244,299844,,
5615,1251066,222,2348,542.48,184.90699426,0.05,0.0001,4.60268497467041,300266,,
5620,1253673,223,2352,544.59,187.30431672999998,0.05,0.0001,0.3455943167209625,300918,,
5624,1255834,223,2356,545.33,185.73298435999996,0.05,0.0001,0.2684970498085022,301458,,
5627,1257787,223,2360,544.93,186.35954882,0.05,0.0001,3.703023910522461,301946,,
5633,1260508,223,2364,549.28,186.02636635999997,0.05,0.0001,0.1356317102909088,302626,,
5636,1262520,223,2368,545.94,187.22247312,0.05,0.0001,0.18839815258979797,303129,,
5639,1264357,224,2372,542.57,186.49359242999998,0.05,0.0001,3.408407211303711,303589,,
5642,1266069,224,2376,537.73,182.97027539999996,0.05,0.0001,1.3966220617294312,304017,,
5646,1268088,224,2380,538.64,179.65798787,0.05,0.0001,0.2906588912010193,304521,,
5648,1269591,224,2384,532.0,177.90667768000003,0.05,0.0001,2.890336513519287,304897,,
5651,1271140,224,2388,528.0,183.32520929000003,0.05,0.0001,3.71486234664917,305284,,
5655,1273081,225,2392,526.89,186.03168792,0.05,0.0001,0.25935009121894836,305770,,
5658,1274906,225,2396,523.42,183.72306598,0.05,0.0001,0.22962194681167603,306226,,
5662,1276899,225,2400,511.15,185.68577857999998,0.05,0.0001,0.16894790530204773,306724,,
5676,1278763,225,2404,507.64,185.91359791,0.05,0.0001,0.22018641233444214,307190,,
5681,1280736,225,2408,508.63,187.02959406999997,0.05,0.0001,0.30796393752098083,307683,,
5685,1282605,225,2412,507.32,184.30315872,0.05,0.0001,3.0539464950561523,308151,,
5687,1284217,225,2416,502.21,181.78039941999998,0.05,0.0001,0.26721543073654175,308554,,
5692,1286403,225,2420,502.84,181.59600142999997,0.05,0.0001,0.202462300658226,309100,,
5695,1288273,226,2424,501.13,185.16375951999999,0.05,0.0001,0.3419252336025238,309568,,
